feature_id,assay,entrez_gene,gene_symbol,ensembl_gene,Gambardella_et_al_2020,MSigDb_TFEB_TARGET_GENES,Settembre_et_al_2013,Doronzo_et_al_2018,any
ENSG00000049883.15,transcript-rna-seq,79810,PTCD2,ENSG00000049883,N,N,N,N,N
ENSG00000123094.16,transcript-rna-seq,11228,RASSF8,ENSG00000123094,N,N,N,Y,Y
ENSG00000205060.11,transcript-rna-seq,84912,SLC35B4,ENSG00000205060,Y,N,N,N,Y
ENSG00000166819.12,transcript-rna-seq,5346,PLIN1,ENSG00000166819,N,N,N,N,N
ENSG00000075240.17,transcript-rna-seq,23151,GRAMD4,ENSG00000075240,N,N,N,N,N
ENSG00000124257.7,transcript-rna-seq,140825,NEURL2,ENSG00000124257,N,Y,N,Y,Y
ENSG00000182983.15,transcript-rna-seq,389114,ZNF662,ENSG00000182983,N,N,N,N,N
ENSG00000163466.16,transcript-rna-seq,10109,ARPC2,ENSG00000163466,N,N,N,N,N
ENSG00000101940.18,transcript-rna-seq,64743,WDR13,ENSG00000101940,N,N,N,N,N
ENSG00000181631.7,transcript-rna-seq,53829,P2RY13,ENSG00000181631,N,N,N,N,N
ENSG00000198774.5,transcript-rna-seq,9182,RASSF9,ENSG00000198774,N,N,N,N,N
ENSG00000105700.11,transcript-rna-seq,79036,KXD1,ENSG00000105700,N,N,N,Y,Y
ENSG00000104415.14,transcript-rna-seq,8840,CCN4,ENSG00000104415,N,N,N,N,N
ENSG00000255154.9,transcript-rna-seq,109703458,HTD2,ENSG00000255154,N,N,N,N,N
ENSG00000112335.15,transcript-rna-seq,8724,SNX3,ENSG00000112335,Y,N,N,Y,Y
ENSG00000205045.12,transcript-rna-seq,100506736,SLFN12L,ENSG00000205045,N,N,N,N,N
ENSG00000136378.15,transcript-rna-seq,11173,ADAMTS7,ENSG00000136378,N,N,N,N,N
ENSG00000010671.17,transcript-rna-seq,695,BTK,ENSG00000010671,N,Y,N,Y,Y
ENSG00000269335.7,transcript-rna-seq,8517,IKBKG,ENSG00000269335,N,N,N,N,N
ENSG00000179409.11,transcript-rna-seq,50628,GEMIN4,ENSG00000179409,N,N,N,N,N
ENSG00000063660.9,transcript-rna-seq,2817,GPC1,ENSG00000063660,N,N,N,N,N
ENSG00000143155.13,transcript-rna-seq,261726,TIPRL,ENSG00000143155,N,N,N,N,N
ENSG00000116525.14,transcript-rna-seq,55223,TRIM62,ENSG00000116525,N,N,N,N,N
ENSG00000005175.10,transcript-rna-seq,79657,RPAP3,ENSG00000005175,N,N,N,N,N
ENSG00000115085.14,transcript-rna-seq,7535,ZAP70,ENSG00000115085,N,N,N,Y,Y
ENSG00000135537.17,transcript-rna-seq,246269,AFG1L,ENSG00000135537,N,N,N,Y,Y
ENSG00000166436.17,transcript-rna-seq,9866,TRIM66,ENSG00000166436,N,N,N,N,N
ENSG00000142661.19,transcript-rna-seq,127294,MYOM3,ENSG00000142661,N,Y,N,Y,Y
ENSG00000188352.13,transcript-rna-seq,54914,FOCAD,ENSG00000188352,Y,N,N,N,Y
ENSG00000269386.6,transcript-rna-seq,100507567,RAB11B-AS1,ENSG00000269386,N,N,N,Y,Y
ENSG00000130731.16,transcript-rna-seq,84326,METTL26,ENSG00000130731,N,N,N,Y,Y
ENSG00000100124.15,transcript-rna-seq,129138,ANKRD54,ENSG00000100124,Y,N,N,N,Y
ENSG00000172361.6,transcript-rna-seq,220136,CFAP53,ENSG00000172361,N,N,N,N,N
ENSG00000236200.7,transcript-rna-seq,NA,KDM4A-AS1,ENSG00000236200,N,N,N,Y,Y
ENSG00000205746.9,transcript-rna-seq,NA,PKD1P4,ENSG00000205746,N,N,N,N,N
ENSG00000141642.9,transcript-rna-seq,55520,ELAC1,ENSG00000141642,N,N,N,N,N
ENSG00000005844.19,transcript-rna-seq,3683,ITGAL,ENSG00000005844,N,N,N,N,N
ENSG00000167972.14,transcript-rna-seq,21,ABCA3,ENSG00000167972,N,N,N,N,N
ENSG00000178802.18,transcript-rna-seq,4351,MPI,ENSG00000178802,N,N,N,N,N
ENSG00000145016.16,transcript-rna-seq,9711,RUBCN,ENSG00000145016,N,N,N,N,N
ENSG00000156384.15,transcript-rna-seq,119392,SFR1,ENSG00000156384,N,N,N,Y,Y
ENSG00000088451.11,transcript-rna-seq,23483,TGDS,ENSG00000088451,N,N,N,N,N
ENSG00000108021.20,transcript-rna-seq,54906,TASOR2,ENSG00000108021,N,N,N,N,N
ENSG00000134245.18,transcript-rna-seq,7482,WNT2B,ENSG00000134245,N,N,N,Y,Y
ENSG00000164619.10,transcript-rna-seq,168667,BMPER,ENSG00000164619,N,N,N,N,N
ENSG00000173915.16,transcript-rna-seq,84833,ATP5MK,ENSG00000173915,N,N,N,N,N
ENSG00000064115.11,transcript-rna-seq,51768,TM7SF3,ENSG00000064115,N,N,N,N,N
ENSG00000165632.9,transcript-rna-seq,83860,TAF3,ENSG00000165632,Y,N,N,N,Y
ENSG00000001167.15,transcript-rna-seq,4800,NFYA,ENSG00000001167,N,N,N,N,N
ENSG00000139914.7,transcript-rna-seq,161247,FITM1,ENSG00000139914,N,N,N,N,N
ENSG00000067533.6,transcript-rna-seq,51018,RRP15,ENSG00000067533,N,N,N,Y,Y
ENSG00000151239.14,transcript-rna-seq,5756,TWF1,ENSG00000151239,N,N,N,N,N
ENSG00000144445.17,transcript-rna-seq,151050,KANSL1L,ENSG00000144445,N,Y,N,Y,Y
ENSG00000105325.15,transcript-rna-seq,51343,FZR1,ENSG00000105325,N,N,N,N,N
ENSG00000160310.19,transcript-rna-seq,3275,PRMT2,ENSG00000160310,Y,N,N,N,Y
ENSG00000138646.9,transcript-rna-seq,51191,HERC5,ENSG00000138646,N,Y,N,Y,Y
ENSG00000227456.9,transcript-rna-seq,114036,LINC00310,ENSG00000227456,N,Y,N,N,Y
ENSG00000177025.3,transcript-rna-seq,147685,C19orf18,ENSG00000177025,N,N,N,N,N
ENSG00000130598.17,transcript-rna-seq,7136,TNNI2,ENSG00000130598,N,N,N,N,N
ENSG00000198160.15,transcript-rna-seq,57708,MIER1,ENSG00000198160,N,N,N,Y,Y
ENSG00000151164.19,transcript-rna-seq,144715,RAD9B,ENSG00000151164,N,N,N,N,N
ENSG00000196465.10,transcript-rna-seq,140465,MYL6B,ENSG00000196465,N,N,N,N,N
ENSG00000205571.14,transcript-rna-seq,6606,SMN2,ENSG00000205571,N,N,N,N,N
ENSG00000248587.8,transcript-rna-seq,NA,GDNF-AS1,ENSG00000248587,N,N,N,N,N
ENSG00000146592.17,transcript-rna-seq,9586,CREB5,ENSG00000146592,N,N,N,Y,Y
ENSG00000168275.16,transcript-rna-seq,388753,COA6,ENSG00000168275,N,N,N,Y,Y
ENSG00000152990.14,transcript-rna-seq,166647,ADGRA3,ENSG00000152990,N,N,N,N,N
ENSG00000124635.9,transcript-rna-seq,8970,H2BC11,ENSG00000124635,N,N,N,N,N
ENSG00000118363.13,transcript-rna-seq,9789,SPCS2,ENSG00000118363,N,N,N,N,N
ENSG00000134326.12,transcript-rna-seq,129607,CMPK2,ENSG00000134326,N,N,N,N,N
ENSG00000118308.16,transcript-rna-seq,4033,IRAG2,ENSG00000118308,N,N,N,N,N
ENSG00000182979.18,transcript-rna-seq,9112,MTA1,ENSG00000182979,N,N,N,N,N
ENSG00000163482.12,transcript-rna-seq,27148,STK36,ENSG00000163482,Y,N,N,N,Y
ENSG00000068354.16,transcript-rna-seq,4943,TBC1D25,ENSG00000068354,N,N,N,N,N
ENSG00000142173.16,transcript-rna-seq,1292,COL6A2,ENSG00000142173,N,N,N,N,N
ENSG00000173221.14,transcript-rna-seq,2745,GLRX,ENSG00000173221,N,N,N,Y,Y
ENSG00000073464.13,transcript-rna-seq,1183,CLCN4,ENSG00000073464,N,N,N,Y,Y
ENSG00000186104.11,transcript-rna-seq,120227,CYP2R1,ENSG00000186104,N,N,N,N,N
ENSG00000170166.6,transcript-rna-seq,3233,HOXD4,ENSG00000170166,Y,N,N,N,Y
ENSG00000120253.14,transcript-rna-seq,348995,NUP43,ENSG00000120253,N,N,N,N,N
ENSG00000158163.15,transcript-rna-seq,199221,DZIP1L,ENSG00000158163,N,N,N,N,N
ENSG00000226562.4,transcript-rna-seq,NA,CYP4F26P,ENSG00000226562,N,N,N,N,N
ENSG00000157216.16,transcript-rna-seq,23648,SSBP3,ENSG00000157216,N,Y,N,N,Y
ENSG00000224051.7,transcript-rna-seq,80772,CPTP,ENSG00000224051,Y,N,N,N,Y
ENSG00000180730.5,transcript-rna-seq,387914,SHISA2,ENSG00000180730,N,N,N,N,N
ENSG00000111879.20,transcript-rna-seq,79632,FAM184A,ENSG00000111879,N,N,N,N,N
ENSG00000100592.16,transcript-rna-seq,23002,DAAM1,ENSG00000100592,N,N,N,N,N
ENSG00000167535.8,transcript-rna-seq,784,CACNB3,ENSG00000167535,N,N,N,N,N
ENSG00000119673.16,transcript-rna-seq,10965,ACOT2,ENSG00000119673,N,N,N,N,N
ENSG00000157933.10,transcript-rna-seq,6497,SKI,ENSG00000157933,Y,N,N,N,Y
ENSG00000185909.15,transcript-rna-seq,200942,KLHDC8B,ENSG00000185909,N,N,N,Y,Y
ENSG00000176386.9,transcript-rna-seq,246184,CDC26,ENSG00000176386,N,N,N,Y,Y
ENSG00000067167.8,transcript-rna-seq,23471,TRAM1,ENSG00000067167,Y,N,N,Y,Y
ENSG00000088038.19,transcript-rna-seq,4849,CNOT3,ENSG00000088038,N,N,N,N,N
ENSG00000136720.7,transcript-rna-seq,9394,HS6ST1,ENSG00000136720,N,N,N,Y,Y
ENSG00000170832.13,transcript-rna-seq,84669,USP32,ENSG00000170832,Y,Y,N,Y,Y
ENSG00000092295.12,transcript-rna-seq,7051,TGM1,ENSG00000092295,N,N,N,N,N
ENSG00000243970.4,transcript-rna-seq,728448,PPIEL,ENSG00000243970,N,N,N,N,N
ENSG00000068971.14,transcript-rna-seq,5526,PPP2R5B,ENSG00000068971,N,N,N,N,N
ENSG00000138792.10,transcript-rna-seq,2028,ENPEP,ENSG00000138792,N,N,N,N,N
ENSG00000176410.8,transcript-rna-seq,84277,DNAJC30,ENSG00000176410,Y,N,N,N,Y
ENSG00000177599.13,transcript-rna-seq,126069,ZNF491,ENSG00000177599,N,N,N,N,N
ENSG00000180891.13,transcript-rna-seq,404093,CUEDC1,ENSG00000180891,N,Y,N,Y,Y
ENSG00000101400.6,transcript-rna-seq,6640,SNTA1,ENSG00000101400,N,N,N,N,N
ENSG00000239732.4,transcript-rna-seq,54106,TLR9,ENSG00000239732,N,N,N,N,N
ENSG00000176919.13,transcript-rna-seq,733,C8G,ENSG00000176919,Y,N,N,N,Y
ENSG00000128513.16,transcript-rna-seq,25913,POT1,ENSG00000128513,N,N,N,N,N
ENSG00000186815.13,transcript-rna-seq,53373,TPCN1,ENSG00000186815,N,N,N,N,N
ENSG00000270231.4,transcript-rna-seq,728841,NBPF8,ENSG00000270231,N,N,N,N,N
ENSG00000107262.26,transcript-rna-seq,573,BAG1,ENSG00000107262,N,N,N,N,N
ENSG00000089123.16,transcript-rna-seq,55617,TASP1,ENSG00000089123,N,N,N,N,N
ENSG00000103876.14,transcript-rna-seq,2184,FAH,ENSG00000103876,N,N,N,N,N
ENSG00000150995.21,transcript-rna-seq,3708,ITPR1,ENSG00000150995,Y,Y,N,N,Y
ENSG00000230224.1,transcript-rna-seq,NA,PHBP9,ENSG00000230224,N,N,N,N,N
ENSG00000228409.7,transcript-rna-seq,NA,CCT6P1,ENSG00000228409,Y,N,N,N,Y
ENSG00000126785.13,transcript-rna-seq,57381,RHOJ,ENSG00000126785,N,Y,N,Y,Y
ENSG00000229043.3,transcript-rna-seq,NA,ZFAND2A-DT,ENSG00000229043,N,N,N,N,N
ENSG00000162971.11,transcript-rna-seq,129450,TYW5,ENSG00000162971,Y,N,N,N,Y
ENSG00000214290.9,transcript-rna-seq,120376,COLCA2,ENSG00000214290,N,N,N,N,N
ENSG00000101191.17,transcript-rna-seq,11083,DIDO1,ENSG00000101191,Y,N,N,N,Y
ENSG00000254612.2,transcript-rna-seq,NA,DNAJB6P1,ENSG00000254612,N,N,N,N,N
ENSG00000213402.3,transcript-rna-seq,5790,PTPRCAP,ENSG00000213402,N,N,N,N,N
ENSG00000105518.14,transcript-rna-seq,374882,TMEM205,ENSG00000105518,N,N,N,N,N
ENSG00000169139.12,transcript-rna-seq,7336,UBE2V2,ENSG00000169139,N,N,N,N,N
ENSG00000281912.1,transcript-rna-seq,400752,LINC01144,ENSG00000281912,N,N,N,Y,Y
ENSG00000204899.6,transcript-rna-seq,440145,MZT1,ENSG00000204899,N,N,N,N,N
ENSG00000101363.13,transcript-rna-seq,63905,MANBAL,ENSG00000101363,Y,N,N,N,Y
ENSG00000068308.15,transcript-rna-seq,55593,OTUD5,ENSG00000068308,N,N,N,N,N
ENSG00000102038.16,transcript-rna-seq,6594,SMARCA1,ENSG00000102038,N,N,N,N,N
ENSG00000242852.7,transcript-rna-seq,163051,ZNF709,ENSG00000242852,N,N,N,N,N
ENSG00000166471.11,transcript-rna-seq,440026,TMEM41B,ENSG00000166471,N,N,N,N,N
ENSG00000213551.7,transcript-rna-seq,23234,DNAJC9,ENSG00000213551,N,N,N,N,N
ENSG00000143314.12,transcript-rna-seq,79590,MRPL24,ENSG00000143314,Y,N,N,N,Y
ENSG00000100324.14,transcript-rna-seq,10454,TAB1,ENSG00000100324,Y,N,N,Y,Y
ENSG00000100442.11,transcript-rna-seq,2287,FKBP3,ENSG00000100442,Y,N,N,N,Y
ENSG00000111850.11,transcript-rna-seq,57150,SMIM8,ENSG00000111850,N,N,N,N,N
ENSG00000137497.19,transcript-rna-seq,4926,NUMA1,ENSG00000137497,N,N,N,N,N
ENSG00000058056.10,transcript-rna-seq,8975,USP13,ENSG00000058056,N,N,N,N,N
ENSG00000203879.12,transcript-rna-seq,2664,GDI1,ENSG00000203879,N,N,N,N,N
ENSG00000120053.12,transcript-rna-seq,2805,GOT1,ENSG00000120053,N,N,N,N,N
ENSG00000259494.2,transcript-rna-seq,26589,MRPL46,ENSG00000259494,N,N,N,N,N
ENSG00000080603.17,transcript-rna-seq,10847,SRCAP,ENSG00000080603,Y,N,N,Y,Y
ENSG00000172058.16,transcript-rna-seq,8293,SERF1A,ENSG00000172058,N,N,N,N,N
ENSG00000102796.12,transcript-rna-seq,79758,DHRS12,ENSG00000102796,N,N,N,Y,Y
ENSG00000135723.14,transcript-rna-seq,29109,FHOD1,ENSG00000135723,N,N,N,N,N
ENSG00000152061.24,transcript-rna-seq,9910,RABGAP1L,ENSG00000152061,Y,N,N,Y,Y
ENSG00000099246.18,transcript-rna-seq,22931,RAB18,ENSG00000099246,N,N,N,N,N
ENSG00000255727.2,transcript-rna-seq,NA,LINC01489,ENSG00000255727,N,N,N,N,N
ENSG00000074590.14,transcript-rna-seq,9891,NUAK1,ENSG00000074590,N,N,N,N,N
ENSG00000142002.18,transcript-rna-seq,91039,DPP9,ENSG00000142002,Y,N,N,Y,Y
ENSG00000168329.14,transcript-rna-seq,1524,CX3CR1,ENSG00000168329,N,N,N,N,N
ENSG00000106415.13,transcript-rna-seq,113263,GLCCI1,ENSG00000106415,N,N,N,N,N
ENSG00000215244.4,transcript-rna-seq,399715,LINC02649,ENSG00000215244,N,N,N,Y,Y
ENSG00000116574.6,transcript-rna-seq,58480,RHOU,ENSG00000116574,N,N,N,N,N
ENSG00000197565.17,transcript-rna-seq,1288,COL4A6,ENSG00000197565,N,N,N,N,N
ENSG00000206195.11,transcript-rna-seq,503637,DUXAP8,ENSG00000206195,N,N,N,N,N
ENSG00000213626.13,transcript-rna-seq,81606,LBH,ENSG00000213626,N,N,N,N,N
ENSG00000058804.12,transcript-rna-seq,55706,NDC1,ENSG00000058804,N,N,N,N,N
ENSG00000068878.15,transcript-rna-seq,23198,PSME4,ENSG00000068878,N,N,N,Y,Y
ENSG00000211893.4,transcript-rna-seq,NA,IGHG2,ENSG00000211893,N,N,N,N,N
ENSG00000235374.2,transcript-rna-seq,728039,SSR4P1,ENSG00000235374,N,N,N,N,N
ENSG00000183726.11,transcript-rna-seq,23585,TMEM50A,ENSG00000183726,Y,N,N,N,Y
ENSG00000122986.14,transcript-rna-seq,84329,HVCN1,ENSG00000122986,N,N,N,N,N
ENSG00000177614.11,transcript-rna-seq,79605,PGBD5,ENSG00000177614,Y,N,N,N,Y
ENSG00000167548.18,transcript-rna-seq,8085,KMT2D,ENSG00000167548,N,N,N,N,N
ENSG00000165671.22,transcript-rna-seq,64324,NSD1,ENSG00000165671,Y,N,N,N,Y
ENSG00000143061.18,transcript-rna-seq,3321,IGSF3,ENSG00000143061,N,N,N,N,N
ENSG00000178252.19,transcript-rna-seq,11180,WDR6,ENSG00000178252,N,Y,N,Y,Y
ENSG00000108771.13,transcript-rna-seq,79132,DHX58,ENSG00000108771,N,N,N,N,N
ENSG00000175662.18,transcript-rna-seq,146691,TOM1L2,ENSG00000175662,N,N,N,Y,Y
ENSG00000213337.9,transcript-rna-seq,51239,ANKRD39,ENSG00000213337,Y,N,N,N,Y
ENSG00000167325.15,transcript-rna-seq,6240,RRM1,ENSG00000167325,N,N,N,N,N
ENSG00000155858.6,transcript-rna-seq,134353,LSM11,ENSG00000155858,N,N,N,N,N
ENSG00000164284.15,transcript-rna-seq,134266,GRPEL2,ENSG00000164284,N,N,N,Y,Y
ENSG00000198837.10,transcript-rna-seq,9909,DENND4B,ENSG00000198837,N,N,N,N,N
ENSG00000138172.11,transcript-rna-seq,51063,CALHM2,ENSG00000138172,N,N,N,N,N
ENSG00000126746.18,transcript-rna-seq,171017,ZNF384,ENSG00000126746,N,Y,N,Y,Y
ENSG00000156232.7,transcript-rna-seq,123720,WHAMM,ENSG00000156232,Y,N,N,N,Y
ENSG00000210107.1,transcript-rna-seq,NA,MT-TQ,ENSG00000210107,N,N,N,N,N
ENSG00000106991.14,transcript-rna-seq,2022,ENG,ENSG00000106991,N,N,N,N,N
ENSG00000184897.6,transcript-rna-seq,8971,H1-10,ENSG00000184897,N,N,N,N,N
ENSG00000095380.11,transcript-rna-seq,54187,NANS,ENSG00000095380,Y,N,N,Y,Y
ENSG00000158122.12,transcript-rna-seq,195827,PRXL2C,ENSG00000158122,N,N,N,N,N
ENSG00000148153.14,transcript-rna-seq,58493,INIP,ENSG00000148153,N,N,N,N,N
ENSG00000108239.9,transcript-rna-seq,23232,TBC1D12,ENSG00000108239,Y,N,N,N,Y
ENSG00000198105.16,transcript-rna-seq,57209,ZNF248,ENSG00000198105,N,N,N,Y,Y
ENSG00000234545.8,transcript-rna-seq,257415,FAM133B,ENSG00000234545,Y,N,N,Y,Y
ENSG00000140396.13,transcript-rna-seq,10499,NCOA2,ENSG00000140396,N,Y,N,N,Y
ENSG00000023839.12,transcript-rna-seq,1244,ABCC2,ENSG00000023839,N,Y,N,Y,Y
ENSG00000128482.16,transcript-rna-seq,7732,RNF112,ENSG00000128482,N,N,N,N,N
ENSG00000115998.8,transcript-rna-seq,54980,C2orf42,ENSG00000115998,Y,N,N,N,Y
ENSG00000112242.16,transcript-rna-seq,1871,E2F3,ENSG00000112242,N,N,N,Y,Y
ENSG00000257529.5,transcript-rna-seq,100529097,RPL36A-HNRNPH2,ENSG00000257529,N,N,N,N,N
ENSG00000138175.9,transcript-rna-seq,403,ARL3,ENSG00000138175,N,N,N,N,N
ENSG00000112796.10,transcript-rna-seq,59084,ENPP5,ENSG00000112796,N,N,N,N,N
ENSG00000081320.11,transcript-rna-seq,9262,STK17B,ENSG00000081320,N,N,N,Y,Y
ENSG00000073169.15,transcript-rna-seq,83642,SELENOO,ENSG00000073169,N,N,N,N,N
ENSG00000124164.16,transcript-rna-seq,9217,VAPB,ENSG00000124164,N,N,N,N,N
ENSG00000077147.16,transcript-rna-seq,56889,TM9SF3,ENSG00000077147,Y,Y,N,Y,Y
ENSG00000144218.21,transcript-rna-seq,3899,AFF3,ENSG00000144218,N,N,N,N,N
ENSG00000162851.8,transcript-rna-seq,64216,TFB2M,ENSG00000162851,N,N,N,Y,Y
ENSG00000166788.10,transcript-rna-seq,113174,SAAL1,ENSG00000166788,N,N,N,N,N
ENSG00000124813.23,transcript-rna-seq,860,RUNX2,ENSG00000124813,N,N,N,N,N
ENSG00000131480.9,transcript-rna-seq,314,AOC2,ENSG00000131480,N,N,N,N,N
ENSG00000205482.11,transcript-rna-seq,100505767,SPDYE18,ENSG00000205482,N,N,N,N,N
ENSG00000154736.6,transcript-rna-seq,11096,ADAMTS5,ENSG00000154736,N,N,N,N,N
ENSG00000263069.6,transcript-rna-seq,100294362,RNF213-AS1,ENSG00000263069,N,N,N,N,N
ENSG00000147471.12,transcript-rna-seq,11212,PLPBP,ENSG00000147471,N,N,N,N,N
ENSG00000240024.6,transcript-rna-seq,100505687,LINC00888,ENSG00000240024,N,N,N,N,N
ENSG00000136273.13,transcript-rna-seq,3364,HUS1,ENSG00000136273,N,N,N,N,N
ENSG00000236051.7,transcript-rna-seq,100874212,MYCBP2-AS1,ENSG00000236051,N,N,N,N,N
ENSG00000170502.13,transcript-rna-seq,53343,NUDT9,ENSG00000170502,Y,Y,N,Y,Y
ENSG00000105699.17,transcript-rna-seq,51599,LSR,ENSG00000105699,N,N,N,N,N
ENSG00000074211.14,transcript-rna-seq,5522,PPP2R2C,ENSG00000074211,N,N,N,N,N
ENSG00000124444.16,transcript-rna-seq,79177,ZNF576,ENSG00000124444,N,N,N,N,N
ENSG00000023902.14,transcript-rna-seq,51177,PLEKHO1,ENSG00000023902,N,Y,N,Y,Y
ENSG00000163683.12,transcript-rna-seq,201895,SMIM14,ENSG00000163683,N,N,N,N,N
ENSG00000144488.15,transcript-rna-seq,339768,ESPNL,ENSG00000144488,N,N,N,N,N
ENSG00000101868.13,transcript-rna-seq,5422,POLA1,ENSG00000101868,N,N,N,N,N
ENSG00000156374.16,transcript-rna-seq,84108,PCGF6,ENSG00000156374,Y,N,N,N,Y
ENSG00000089248.7,transcript-rna-seq,10961,ERP29,ENSG00000089248,Y,Y,N,Y,Y
ENSG00000139197.11,transcript-rna-seq,5830,PEX5,ENSG00000139197,N,Y,N,Y,Y
ENSG00000142534.7,transcript-rna-seq,6205,RPS11,ENSG00000142534,N,N,N,N,N
ENSG00000082515.18,transcript-rna-seq,29093,MRPL22,ENSG00000082515,N,N,N,N,N
ENSG00000177406.5,transcript-rna-seq,100049716,NINJ2-AS1,ENSG00000177406,N,Y,N,N,Y
ENSG00000198842.10,transcript-rna-seq,92235,STYXL2,ENSG00000198842,N,N,N,N,N
ENSG00000138801.9,transcript-rna-seq,9061,PAPSS1,ENSG00000138801,N,N,N,N,N
ENSG00000142065.14,transcript-rna-seq,57677,ZFP14,ENSG00000142065,N,N,N,N,N
ENSG00000141522.12,transcript-rna-seq,396,ARHGDIA,ENSG00000141522,Y,Y,N,Y,Y
ENSG00000186575.19,transcript-rna-seq,4771,NF2,ENSG00000186575,Y,N,N,Y,Y
ENSG00000091592.16,transcript-rna-seq,22861,NLRP1,ENSG00000091592,N,N,N,N,N
ENSG00000164062.13,transcript-rna-seq,327,APEH,ENSG00000164062,N,N,N,N,N
ENSG00000146802.13,transcript-rna-seq,64418,TMEM168,ENSG00000146802,N,N,N,N,N
ENSG00000159214.13,transcript-rna-seq,149473,CCDC24,ENSG00000159214,N,N,N,N,N
ENSG00000119616.11,transcript-rna-seq,51077,FCF1,ENSG00000119616,N,N,N,N,N
ENSG00000146094.16,transcript-rna-seq,79930,DOK3,ENSG00000146094,N,N,N,N,N
ENSG00000118194.21,transcript-rna-seq,7139,TNNT2,ENSG00000118194,N,N,N,N,N
ENSG00000235587.2,transcript-rna-seq,NA,GAPDHP65,ENSG00000235587,N,N,N,N,N
ENSG00000143248.13,transcript-rna-seq,8490,RGS5,ENSG00000143248,N,N,N,N,N
ENSG00000118242.16,transcript-rna-seq,55686,MREG,ENSG00000118242,N,N,N,N,N
ENSG00000228672.4,transcript-rna-seq,389333,PROB1,ENSG00000228672,N,N,N,N,N
ENSG00000158769.18,transcript-rna-seq,50848,F11R,ENSG00000158769,N,N,N,N,N
ENSG00000285373.3,transcript-rna-seq,100505984,LINC02478,ENSG00000285373,N,N,N,N,N
ENSG00000138771.16,transcript-rna-seq,57619,SHROOM3,ENSG00000138771,N,N,N,Y,Y
ENSG00000100985.7,transcript-rna-seq,4318,MMP9,ENSG00000100985,N,N,N,N,N
ENSG00000132141.14,transcript-rna-seq,10693,CCT6B,ENSG00000132141,Y,N,N,N,Y
ENSG00000140548.10,transcript-rna-seq,374655,ZNF710,ENSG00000140548,N,N,N,N,N
ENSG00000237296.10,transcript-rna-seq,NA,SMG1P1,ENSG00000237296,N,N,N,N,N
ENSG00000197479.7,transcript-rna-seq,56125,PCDHB11,ENSG00000197479,N,N,N,N,N
ENSG00000140092.15,transcript-rna-seq,10516,FBLN5,ENSG00000140092,N,N,N,N,N
ENSG00000140859.16,transcript-rna-seq,3801,KIFC3,ENSG00000140859,N,Y,N,N,Y
ENSG00000185361.9,transcript-rna-seq,126282,TNFAIP8L1,ENSG00000185361,N,N,N,Y,Y
ENSG00000135535.17,transcript-rna-seq,8763,CD164,ENSG00000135535,Y,Y,N,Y,Y
ENSG00000102871.16,transcript-rna-seq,8717,TRADD,ENSG00000102871,N,N,N,N,N
ENSG00000147687.19,transcript-rna-seq,83940,TATDN1,ENSG00000147687,N,N,N,Y,Y
ENSG00000003147.19,transcript-rna-seq,3382,ICA1,ENSG00000003147,N,N,N,N,N
ENSG00000052802.13,transcript-rna-seq,6307,MSMO1,ENSG00000052802,N,N,N,N,N
ENSG00000218891.5,transcript-rna-seq,163033,ZNF579,ENSG00000218891,Y,N,N,Y,Y
ENSG00000134569.10,transcript-rna-seq,4038,LRP4,ENSG00000134569,N,N,N,N,N
ENSG00000196724.13,transcript-rna-seq,147686,ZNF418,ENSG00000196724,N,N,N,N,N
ENSG00000103353.16,transcript-rna-seq,56061,UBFD1,ENSG00000103353,N,N,N,N,N
ENSG00000153885.15,transcript-rna-seq,79047,KCTD15,ENSG00000153885,Y,N,N,N,Y
ENSG00000280798.1,transcript-rna-seq,283267,LINC00294,ENSG00000280798,N,N,N,N,N
ENSG00000106638.18,transcript-rna-seq,26608,TBL2,ENSG00000106638,Y,N,N,N,Y
ENSG00000197081.16,transcript-rna-seq,3482,IGF2R,ENSG00000197081,N,Y,N,Y,Y
ENSG00000176974.21,transcript-rna-seq,6470,SHMT1,ENSG00000176974,N,N,N,N,N
ENSG00000136205.17,transcript-rna-seq,64759,TNS3,ENSG00000136205,N,N,N,N,N
ENSG00000106852.16,transcript-rna-seq,26468,LHX6,ENSG00000106852,N,N,N,N,N
ENSG00000198590.12,transcript-rna-seq,339883,C3orf35,ENSG00000198590,N,N,N,N,N
ENSG00000181027.11,transcript-rna-seq,79147,FKRP,ENSG00000181027,N,N,N,N,N
ENSG00000123815.13,transcript-rna-seq,79934,COQ8B,ENSG00000123815,N,N,N,N,N
ENSG00000205534.6,transcript-rna-seq,NA,SMG1P2,ENSG00000205534,N,N,N,N,N
ENSG00000011304.22,transcript-rna-seq,5725,PTBP1,ENSG00000011304,Y,N,N,N,Y
ENSG00000196378.13,transcript-rna-seq,80778,ZNF34,ENSG00000196378,N,N,N,N,N
ENSG00000278259.5,transcript-rna-seq,80179,MYO19,ENSG00000278259,N,Y,N,Y,Y
ENSG00000227258.7,transcript-rna-seq,NA,SMIM2-AS1,ENSG00000227258,N,Y,N,N,Y
ENSG00000092140.16,transcript-rna-seq,55632,G2E3,ENSG00000092140,N,N,N,N,N
ENSG00000273142.1,transcript-rna-seq,NA,LINC02604,ENSG00000273142,N,N,N,N,N
ENSG00000092871.17,transcript-rna-seq,117584,RFFL,ENSG00000092871,N,N,N,N,N
