GeneSym,ZEB1
HAUS7,0
HAUS8,1
HAVCR1,0
HAVCR2,0
HAX1,1
HBA1,0
HBA2,0
HBB,0
HBBP1,0
HBD,0
HBE1,0
HBEGF,1
HBG1,0
HBG2,0
HBM,0
HBP1,0
HBQ1,1
HBS1L,0
HBZ,0
HCAR1,0
HCAR2,0
HCAR3,0
HCCAT5,0
HCCS,0
HCFC1,0
HCFC1R1,1
HCFC2,1
HCG11,1
HCG18,1
HCG25,1
HCG26,0
HCG4,1
HCK,0
HCLS1,1
HCN1,0
HCN2,0
HCN3,0
HCN4,0
HCRT,1
HCRTR1,0
HCRTR2,0
HCST,1
HDAC1,1
HDAC10,0
HDAC11,0
HDAC2,1
HDAC3,1
HDAC4,1
HDAC5,1
HDAC6,1
HDAC7,0
HDAC8,1
HDAC9,0
HDC,0
HDDC2,0
HDDC3,1
HDGF,1
HDGFL1,0
HDGFRP2,0
HDGFRP3,0
HDHD1,1
HDHD2,0
HDHD3,1
HDLBP,1
HDX,0
HEATR1,1
HEATR2,1
HEATR3,1
HEATR4,0
HEATR5A,1
HEATR5B,1
HEATR6,1
HEATR9,0
HEBP1,0
HEBP2,1
HECA,0
HECTD1,1
HECTD2,1
HECTD3,1
HECTD4,1
HECW1,1
HECW2,1
HEG1,1
HELB,1
HELLS,1
HELQ,1
HELT,0
HELZ,1
HELZ2,0
HEMGN,0
HEMK1,1
HENMT1,1
HEPACAM,0
HEPACAM2,0
HEPH,0
HEPHL1,0
HEPN1,0
HERC1,1
HERC2,0
HERC2P2,0
HERC2P3,0
HERC2P4,0
HERC2P7,0
HERC2P9,0
HERC3,1
HERC4,1
HERC5,1
HERC6,1
HERPUD1,1
HERPUD2,1
HES1,1
HES2,0
HES3,0
HES4,1
HES5,0
HES6,0
HES7,1
HESX1,0
HEXA,1
HEXA-AS1,1
HEXB,1
HEXDC,1
HEXIM1,1
HEXIM2,1
HEY1,0
HEY2,1
HEYL,1
HFE,0
HFE2,0
HFM1,0
HGC6.3,0
HGD,0
HGF,0
HGFAC,1
HGH1,0
HGS,1
HGSNAT,1
HHAT,1
HHATL,0
HHEX,0
HHIP,0
HHIPL1,0
HHIPL2,0
HHLA1,0
HHLA2,0
HHLA3,0
HIAT1,1
HIATL1,0
HIATL2,0
HIBADH,0
HIBCH,1
HIC1,1
HIC2,0
HID1,1
HIF1A,1
HIF1A-AS2,0
HIF1AN,0
HIF3A,0
HIGD1A,0
HIGD1B,0
HIGD1C,0
HIGD2A,1
HIGD2B,0
HILPDA,1
HILS1,1
HINFP,0
HINT1,1
HINT2,1
HINT3,1
HIP1,1
HIP1R,0
HIPK1,0
HIPK2,0
HIPK3,0
HIPK4,0
HIRA,1
HIRIP3,1
HIST1H1A,0
HIST1H1B,1
HIST1H1C,1
HIST1H1D,1
HIST1H1E,1
HIST1H1T,0
HIST1H2AA,0
HIST1H2AB,1
HIST1H2AC,1
HIST1H2AD,1
HIST1H2AE,1
HIST1H2AG,1
HIST1H2AH,1
HIST1H2AI,1
HIST1H2AJ,0
HIST1H2AK,1
HIST1H2AL,1
HIST1H2AM,1
HIST1H2APS1,0
HIST1H2BA,0
HIST1H2BB,1
HIST1H2BC,1
HIST1H2BD,1
HIST1H2BE,0
HIST1H2BF,1
HIST1H2BG,1
HIST1H2BH,1
HIST1H2BI,1
HIST1H2BJ,1
HIST1H2BK,1
HIST1H2BL,0
HIST1H2BM,0
HIST1H2BN,1
HIST1H2BO,1
HIST1H3A,1
HIST1H3B,1
HIST1H3C,1
HIST1H3D,1
HIST1H3E,0
HIST1H3F,1
HIST1H3G,1
HIST1H3H,1
HIST1H3I,1
HIST1H3J,1
HIST1H4A,1
HIST1H4B,1
HIST1H4C,1
HIST1H4D,1
HIST1H4E,1
HIST1H4F,1
HIST1H4G,0
HIST1H4H,1
HIST1H4I,1
HIST1H4J,1
HIST1H4K,0
HIST1H4L,1
HIST2H2AA3,0
HIST2H2AA4,0
HIST2H2AB,1
HIST2H2AC,1
HIST2H2BA,0
HIST2H2BB,0
HIST2H2BC,0
HIST2H2BE,1
HIST2H2BF,0
HIST2H3A,0
HIST2H3C,0
HIST2H3D,0
HIST2H4A,0
HIST2H4B,0
HIST3H2A,1
HIST3H2BA,0
HIST3H2BB,1
HIST3H3,0
HIST4H4,1
HIVEP1,0
HIVEP2,1
HIVEP3,0
HJURP,0
HK1,0
HK2,0
HK3,0
HKDC1,0
HKR1,1
HLA-A,0
HLA-DMA,0
HLA-DMB,0
HLA-DOA,0
HLA-DOB,0
HLA-DPB2,0
HLA-DQA1,0
HLA-DQB1,0
HLA-DRA,0
HLA-DRB5,0
HLA-DRB6,0
HLA-E,1
HLA-F,0
HLA-G,0
HLA-H,1
HLA-L,1
HLCS,0
HLF,0
HLTF,0
HLX,0
HM13,1
HMBOX1,1
HMBS,0
HMCES,1
HMCN1,0
HMG20A,0
HMG20B,0
HMGA1,1
HMGA1P7,0
HMGA2,0
HMGB1,1
HMGB2,0
HMGB3,0
HMGB3P1,0
HMGB4,0
HMGCL,1
HMGCLL1,0
HMGCR,1
HMGCS1,1
HMGCS2,0
HMGN1,1
HMGN2,0
HMGN2P46,0
HMGN3,0
HMGN4,1
HMGN5,0
HMGXB3,1
HMGXB4,1
HMHA1,1
HMHB1,1
HMMR,1
HMOX1,1
HMOX2,1
HMP19,0
HMSD,1
HMX1,0
HMX2,1
HMX3,0
HN1,1
HN1L,1
HNF1A,0
HNF1A-AS1,0
HNF1B,1
HNF4A,0
HNF4G,0
HNMT,0
HNRNPA0,1
HNRNPA1,0
HNRNPA1L2,1
HNRNPA1P10,0
HNRNPA2B1,1
HNRNPA3,0
HNRNPA3P1,0
HNRNPAB,0
HNRNPC,0
HNRNPCL1,0
HNRNPD,1
HNRNPDL,1
HNRNPF,1
HNRNPH1,1
HNRNPH2,0
HNRNPH3,1
HNRNPK,1
HNRNPKP3,0
HNRNPL,0
HNRNPLL,1
HNRNPM,0
HNRNPR,1
HNRNPU,0
HNRNPU-AS1,0
HNRNPUL1,1
HNRNPUL2,0
HNRNPUL2-BSCL2,0
HOGA1,0
HOMER1,1
HOMER2,0
HOMER3,0
HOMEZ,0
HOOK1,1
HOOK2,1
HOOK3,1
HOPX,0
HORMAD1,0
HORMAD2,0
HOTAIR,0
HOTAIRM1,0
HOTTIP,0
HOXA1,0
HOXA10,0
HOXA10-HOXA9,0
HOXA11,0
HOXA11-AS,0
HOXA13,0
HOXA2,0
HOXA3,0
HOXA4,0
HOXA5,0
HOXA6,0
HOXA7,0
HOXA9,0
HOXB1,0
HOXB13,0
HOXB2,0
HOXB3,0
HOXB4,0
HOXB5,0
HOXB6,0
HOXB7,1
HOXB8,0
HOXB9,1
HOXC10,0
HOXC11,0
HOXC12,0
HOXC13,0
HOXC4,1
HOXC5,1
HOXC6,1
HOXC8,0
HOXC9,0
HOXD1,0
HOXD10,0
HOXD11,0
HOXD12,0
HOXD13,0
HOXD3,0
HOXD4,0
HOXD8,0
HOXD9,0
HP,0
HP1BP3,0
HPCA,0
HPCAL1,0
HPCAL4,1
HPD,1
HPDL,0
HPGD,0
HPGDS,0
HPN,1
HPR,0
HPRT1,0
HPS1,1
HPS3,0
HPS4,1
HPS5,1
HPS6,0
HPSE,1
HPSE2,0
HPVC1,0
HPX,0
HPYR1,0
HR,0
HRAS,1
HRASLS,0
HRASLS2,0
HRASLS5,0
HRC,0
HRCT1,0
HRG,0
HRH1,0
HRH2,0
HRH3,0
HRH4,0
HRK,0
HRNR,0
HRSP12,0
HS1BP3,1
HS2ST1,1
HS3ST1,1
HS3ST2,0
HS3ST3A1,0
HS3ST3B1,0
HS3ST4,0
HS3ST5,0
HS3ST6,0
HS6ST1,1
HS6ST2,0
HS6ST3,0
HSBP1,1
HSBP1L1,1
HSCB,1
HSD11B1,0
HSD11B1L,1
HSD11B2,0
HSD17B1,0
HSD17B10,0
HSD17B11,0
HSD17B12,0
HSD17B13,0
HSD17B14,1
HSD17B2,0
HSD17B3,0
HSD17B4,1
HSD17B6,0
HSD17B7,1
HSD17B7P2,1
HSD17B8,0
HSD3B1,0
HSD3B2,0
HSD3B7,0
HSD3BP4,0
HSD52,1
HSDL1,0
HSDL2,1
HSF1,0
HSF2,1
HSF2BP,1
HSF4,0
HSF5,0
HSFX1,0
HSFX2,0
HSFY1,0
HSFY1P1,0
HSFY2,0
HSH2D,0
HSP90AA1,1
HSP90AA4P,0
HSP90AA6P,0
HSP90AB1,1
HSP90AB2P,0
HSP90AB3P,0
HSP90AB4P,0
HSP90B1,1
HSP90B3P,0
HSPA12A,0
HSPA12B,0
HSPA13,1
HSPA14,1
HSPA1A,0
HSPA1B,0
HSPA1L,1
HSPA2,1
HSPA4,1
HSPA4L,1
HSPA5,0
HSPA6,1
HSPA7,0
HSPA8,1
HSPA9,0
HSPB1,0
HSPB11,1
HSPB2,0
HSPB2-C11ORF52,0
HSPB3,0
HSPB6,0
HSPB7,0
HSPB8,0
HSPB9,0
HSPBAP1,1
HSPBP1,1
HSPD1,1
HSPE1,1
HSPE1-MOB4,1
HSPG2,0
HSPH1,1
HTATIP2,1
HTATSF1,0
HTN1,0
HTN3,0
HTR1A,0
HTR1B,0
HTR1D,0
HTR1E,0
HTR1F,0
HTR2A,0
HTR2B,0
HTR2C,0
HTR3A,0
HTR3B,0
HTR3C,0
HTR3D,0
HTR3E,0
HTR4,0
HTR5A,1
HTR5BP,0
HTR6,0
HTR7,0
HTR7P1,0
HTRA1,0
HTRA2,1
HTRA3,0
HTRA4,0
HTT,1
HTT-AS,1
HULC,0
HUNK,0
HUS1,1
HUS1B,0
HUWE1,0
HVCN1,1
HYAL1,0
HYAL2,0
HYAL3,1
HYAL4,0
HYALP1,0
HYDIN,0
HYI,0
HYKK,1
HYLS1,0
HYMAI,1
HYOU1,1
HYPK,0
HYPM,0
IAH1,1
IAPP,0
IARS,1
IARS2,1
IBA57,1
IBSP,0
IBTK,0
ICA1,0
ICA1L,1
ICAM1,1
ICAM2,1
ICAM3,1
ICAM4,1
ICAM5,1
ICE1,1
ICE2,1
ICK,1
ICMT,0
ICOS,0
ICOSLG,1
ICT1,1
ID1,1
ID2,1
ID2B,0
ID3,1
ID4,0
IDE,1
IDH1,1
IDH2,1
IDH3A,0
IDH3B,1
IDH3G,0
IDI1,1
IDI2,0
IDI2-AS1,0
IDNK,1
IDO1,0
IDO2,0
IDS,1
IDUA,1
IER2,1
IER3,1
IER3IP1,0
IER5,1
IER5L,1
IFFO1,0
IFFO2,0
IFI16,0
IFI27,0
IFI27L1,0
IFI27L2,0
IFI30,1
IFI35,0
IFI44,0
IFI44L,0
IFI6,0
IFIH1,1
IFIT1,0
IFIT1B,0
IFIT2,0
IFIT3,0
IFIT5,1
IFITM1,0
IFITM10,0
IFITM2,1
IFITM3,0
IFITM5,0
IFNA1,0
IFNA10,0
IFNA13,0
IFNA14,0
IFNA16,0
IFNA17,0
IFNA2,0
IFNA21,0
IFNA22P,0
IFNA4,0
IFNA5,0
IFNA6,0
IFNA7,0
IFNA8,0
IFNAR1,1
IFNAR2,1
IFNB1,0
IFNE,0
IFNG,0
IFNGR1,1
IFNGR2,1
IFNK,0
IFNL1,0
IFNL2,0
IFNL3,0
IFNLR1,1
IFNW1,0
IFRD1,0
IFRD2,1
IFT122,1
IFT140,1
IFT172,1
IFT20,1
IFT22,1
IFT27,0
IFT43,0
IFT46,1
IFT52,1
IFT57,1
IFT74,1
IFT80,0
IFT81,0
IFT88,1
IGBP1,0
IGBP1P1,0
IGDCC3,0
IGDCC4,1
IGF1,1
IGF1R,1
IGF2,0
IGF2-AS,0
IGF2BP1,0
IGF2BP2,0
IGF2BP3,1
IGF2R,1
IGFALS,1
IGFBP1,0
IGFBP2,0
IGFBP3,1
IGFBP4,0
IGFBP5,0
IGFBP6,0
IGFBP7,0
IGFBPL1,0
IGFL1,0
IGFL2,0
IGFL3,0
IGFL4,0
IGFLR1,1
IGFN1,0
IGHMBP2,1
IGIP,0
IGJ,0
IGLL1,0
IGLL3P,0
IGLL5,0
IGLON5,0
IGSF1,0
IGSF10,0
IGSF11,0
IGSF21,0
IGSF22,0
IGSF23,1
IGSF3,0
IGSF5,0
IGSF6,0
IGSF8,1
IGSF9,0
IGSF9B,1
IHH,0
IK,1
IKBIP,1
IKBKAP,1
IKBKB,1
IKBKE,1
IKBKG,0
IKZF1,0
IKZF2,1
IKZF3,1
IKZF4,0
IKZF5,1
IL10,0
IL10RA,1
IL10RB,1
IL11,0
IL11RA,0
IL12A,1
IL12B,1
IL12RB1,1
IL12RB2,0
IL13,1
IL13RA1,0
IL13RA2,0
IL15,1
IL15RA,1
IL16,0
IL17A,0
IL17B,0
IL17C,1
IL17D,1
IL17F,0
IL17RA,1
IL17RB,1
IL17RC,0
IL17RD,0
IL17RE,1
IL17REL,0
IL18,0
IL18BP,0
IL18R1,0
IL18RAP,0
IL19,0
IL1A,0
IL1B,0
IL1F10,0
IL1R1,0
IL1R2,0
IL1RAP,0
IL1RAPL1,0
IL1RAPL2,0
IL1RL1,0
IL1RL2,0
IL1RN,0
IL2,0
IL20,0
IL20RA,1
IL20RB,0
IL21,0
IL21R,1
IL22,0
IL22RA1,0
IL22RA2,0
IL23A,1
IL23R,0
IL24,0
IL25,0
IL26,0
IL27,1
IL27RA,1
IL2RA,1
IL2RB,1
IL2RG,0
IL3,0
IL31,0
IL31RA,0
IL32,1
IL33,0
IL34,0
IL36A,0
IL36B,0
IL36G,0
IL36RN,0
IL37,0
IL3RA,0
IL4,0
IL4I1,1
IL4R,1
IL5,0
IL5RA,0
IL6,0
IL6R,1
IL6ST,1
IL7,1
IL7R,0
IL9,0
IL9R,0
ILDR1,1
ILDR2,0
ILF2,0
ILF3,0
ILK,1
ILKAP,1
ILVBL,1
IMMP1L,1
IMMP2L,1
IMMT,1
IMP3,1
IMP4,1
IMPA1,1
IMPA2,1
IMPACT,1
IMPAD1,1
IMPDH1,0
IMPDH2,1
IMPG1,0
IMPG2,0
INA,0
INADL,1
INAFM1,1
INCA1,1
INCENP,0
INE1,0
INE2,0
INF2,0
ING1,1
ING2,0
ING3,1
ING4,0
ING5,1
INGX,1
INHA,0
INHBA,0
INHBB,0
INHBC,0
INHBE,0
INIP,1
INMT,0
INMT-FAM188B,0
INO80,1
INO80B,1
INO80B-WBP1,1
INO80C,1
INO80D,0
INO80E,1
INPP1,1
INPP4A,0
INPP4B,0
INPP5A,0
INPP5B,1
INPP5D,0
INPP5E,1
INPP5F,0
INPP5J,0
INPP5K,1
INPPL1,1
INS,0
INS-IGF2,0
INSC,0
INSIG1,1
INSIG2,1
INSL3,0
INSL4,0
INSL5,0
INSL6,0
INSM1,1
INSM2,1
INSR,1
INSRR,0
INTS1,1
INTS10,1
INTS12,1
INTS2,0
INTS3,0
INTS4,1
INTS4L1,0
INTS4L2,0
INTS5,1
INTS6,1
INTS7,1
INTS8,1
INTS9,1
INTU,0
INVS,1
IP6K1,1
IP6K2,1
IP6K3,0
IPCEF1,0
IPMK,1
IPO11,0
IPO13,1
IPO4,1
IPO5,0
IPO7,0
IPO8,1
IPO9,1
IPP,0
IPPK,1
IPW,0
IQCA1,0
IQCB1,1
IQCC,1
IQCD,1
IQCE,0
IQCF1,0
IQCF2,0
IQCF3,0
IQCF4,0
IQCF5,0
IQCF6,0
IQCG,0
IQCH,1
IQCJ,0
IQCJ-SCHIP1,0
IQCK,0
IQGAP1,0
IQGAP2,1
IQGAP3,1
IQSEC1,1
IQSEC2,0
IQSEC3,0
IQUB,1
IRAK1,0
IRAK1BP1,1
IRAK2,1
IRAK3,0
IRAK4,1
IREB2,0
IRF1,1
IRF2,1
IRF2BP1,1
IRF2BP2,1
IRF2BPL,1
IRF3,1
IRF4,1
IRF5,1
IRF6,1
IRF7,1
IRF8,1
IRF9,1
IRG1,0
IRGC,0
IRGM,0
IRGQ,1
IRS1,1
IRS2,1
IRS4,0
IRX1,0
IRX2,0
IRX3,0
IRX4,0
IRX5,0
IRX6,0
ISCA1,1
ISCA2,1
ISCU,1
ISG15,1
ISG20,1
ISG20L2,1
ISL1,0
ISL2,0
ISLR,0
ISLR2,0
ISM1,0
ISM2,1
ISOC1,1
ISOC2,1
ISPD,0
IST1,1
ISX,0
ISY1,1
ISY1-RAB43,1
ISYNA1,0
ITCH,0
ITFG1,1
ITFG2,1
ITFG3,1
ITGA1,1
ITGA10,0
ITGA11,0
ITGA2,1
ITGA2B,0
ITGA3,1
ITGA4,1
ITGA5,0
ITGA6,0
ITGA7,0
ITGA8,0
ITGA9,0
ITGAD,0
ITGAE,0
ITGAL,1
ITGAM,0
ITGAV,1
ITGAX,0
ITGB1,1
ITGB1BP1,1
ITGB1BP2,0
ITGB2,1
ITGB3,0
ITGB3BP,1
ITGB4,1
ITGB5,1
ITGB6,0
ITGB7,1
ITGB8,1
ITGBL1,0
ITIH1,0
ITIH2,0
ITIH3,0
ITIH4,0
ITIH5,0
ITIH6,0
ITK,0
ITLN1,0
ITLN2,0
ITM2A,1
ITM2B,0
ITM2C,1
ITPA,0
ITPK1,1
ITPK1-AS1,0
ITPKA,1
ITPKB,1
ITPKC,1
ITPR1,1
ITPR2,1
ITPR3,1
ITPRIP,0
ITPRIPL1,0
ITPRIPL2,1
ITSN1,1
ITSN2,1
IVD,1
IVL,1
IVNS1ABP,1
IWS1,0
IYD,1
IZUMO1,0
IZUMO2,0
IZUMO3,0
IZUMO4,1
JADE1,1
JADE2,1
JADE3,0
JAG1,1
JAG2,0
JAGN1,1
JAK1,1
JAK2,1
JAK3,1
JAKMIP1,1
JAKMIP2,0
JAKMIP3,0
JAM2,1
JAM3,0
JARID2,1
JAZF1,0
JAZF1-AS1,0
JDP2,0
JKAMP,1
JMJD1C,1
JMJD4,1
JMJD6,1
JMJD7,0
JMJD7-PLA2G4B,0
JMJD8,1
JMY,1
JOSD1,1
JOSD2,1
JPH1,1
JPH2,0
JPH3,0
JPH4,0
JPX,1
JRK,1
JRKL,1
JSRP1,0
JTB,0
JUN,1
JUNB,1
JUND,1
JUP,1
KAAG1,1
KAL1,0
KALRN,0
KANK1,1
KANK2,1
KANK3,0
KANK4,0
KANSL1,0
KANSL1L,0
KANSL2,1
KANSL3,1
KARS,1
KAT2A,0
KAT2B,1
KAT5,1
KAT6A,1
KAT6B,1
KAT7,1
KAT8,1
KATNA1,1
KATNAL1,1
KATNAL2,0
KATNB1,0
KATNBL1,1
KAZALD1,1
KAZN,0
KBTBD11,0
KBTBD12,0
KBTBD13,0
KBTBD2,0
KBTBD3,1
KBTBD4,1
KBTBD6,1
KBTBD7,0
KBTBD8,1
KC6,0
KCMF1,1
KCNA1,0
KCNA10,0
KCNA2,1
KCNA3,0
KCNA4,0
KCNA5,0
KCNA6,0
KCNA7,0
KCNAB1,0
KCNAB2,1
KCNAB3,0
KCNB1,0
KCNB2,0
KCNC1,0
KCNC2,0
KCNC3,1
KCNC4,0
KCND1,0
KCND2,1
KCND3,0
KCNE1,1
KCNE1L,0
KCNE2,0
KCNE3,0
KCNE4,0
KCNF1,0
KCNG1,0
KCNG2,0
KCNG3,1
KCNG4,0
KCNH1,1
KCNH2,1
KCNH3,0
KCNH4,0
KCNH5,0
KCNH6,0
KCNH7,0
KCNH8,1
KCNIP1,0
KCNIP2,1
KCNIP3,0
KCNIP4,0
KCNIP4-IT1,0
KCNJ1,0
KCNJ10,0
KCNJ11,1
KCNJ12,0
KCNJ13,0
KCNJ14,0
KCNJ15,0
KCNJ16,0
KCNJ18,0
KCNJ2,1
KCNJ3,0
KCNJ4,0
KCNJ5,0
KCNJ6,0
KCNJ8,0
KCNJ9,0
KCNK1,1
KCNK10,0
KCNK12,0
KCNK13,1
KCNK15,0
KCNK16,0
KCNK17,0
KCNK18,0
KCNK2,0
KCNK3,0
KCNK4,0
KCNK5,0
KCNK6,0
KCNK7,0
KCNK9,0
KCNMA1,0
KCNMB1,1
KCNMB2,0
KCNMB3,0
KCNMB4,1
KCNN1,0
KCNN2,0
KCNN3,1
KCNN4,0
KCNQ1,0
KCNQ1DN,0
KCNQ1OT1,0
KCNQ2,0
KCNQ3,0
KCNQ4,0
KCNQ5,1
KCNRG,0
KCNS1,0
KCNS2,0
KCNS3,1
KCNT1,0
KCNT2,0
KCNU1,0
KCNV1,0
KCNV2,0
KCP,0
KCTD1,0
KCTD10,0
KCTD11,1
KCTD12,1
KCTD13,0
KCTD14,0
KCTD15,0
KCTD16,1
KCTD17,1
KCTD18,1
KCTD19,0
KCTD2,0
KCTD20,1
KCTD21,1
KCTD3,1
KCTD4,0
KCTD5,1
KCTD6,0
KCTD7,0
KCTD8,0
KCTD9,1
KDELC1,1
KDELC2,1
KDELR1,0
KDELR2,1
KDELR3,0
KDF1,1
KDM1A,1
KDM1B,1
KDM2A,0
KDM2B,1
KDM3A,0
KDM3B,1
KDM4A,1
KDM4B,0
KDM4C,1
KDM4D,0
KDM4E,0
KDM5A,1
KDM5B,1
KDM5C,1
KDM5D,0
KDM6A,1
KDM6B,0
KDM7A,0
KDM8,1
KDR,0
KDSR,1
KEAP1,1
KEL,0
KERA,0
KGFLP1,0
KGFLP2,0
KHDC1,1
KHDC1L,0
KHDC3L,0
KHDRBS1,0
KHDRBS2,1
KHDRBS3,0
KHK,1
KHNYN,1
KHSRP,0
KIAA0020,1
KIAA0040,1
KIAA0087,0
KIAA0100,1
KIAA0101,0
KIAA0125,0
KIAA0141,0
KIAA0195,1
KIAA0196,1
KIAA0226,1
KIAA0226L,1
KIAA0232,1
KIAA0247,0
KIAA0319,1
KIAA0319L,1
KIAA0355,1
KIAA0368,0
KIAA0391,1
KIAA0408,0
KIAA0430,0
KIAA0513,1
KIAA0556,0
KIAA0586,1
KIAA0753,1
KIAA0754,1
KIAA0825,0
KIAA0895,0
KIAA0895L,1
KIAA0907,1
KIAA0922,1
KIAA0930,1
KIAA1024,0
KIAA1024L,0
KIAA1033,1
KIAA1045,0
KIAA1107,0
KIAA1109,0
KIAA1143,1
KIAA1147,1
KIAA1161,1
KIAA1191,1
KIAA1210,0
KIAA1211,0
KIAA1211L,0
KIAA1217,0
KIAA1239,0
KIAA1244,1
KIAA1257,1
KIAA1279,1
KIAA1324,1
KIAA1324L,1
KIAA1328,1
KIAA1377,0
KIAA1407,0
KIAA1429,1
KIAA1432,0
KIAA1456,0
KIAA1462,0
KIAA1467,1
KIAA1468,1
KIAA1522,1
KIAA1524,1
KIAA1549,0
KIAA1549L,0
KIAA1551,1
KIAA1586,0
KIAA1598,1
KIAA1614,0
KIAA1644,0
KIAA1671,0
KIAA1683,1
KIAA1715,1
KIAA1731,1
KIAA1731NL,0
KIAA1751,0
KIAA1755,0
KIAA1804,1
KIAA1841,1
KIAA1875,0
KIAA1919,1
KIAA1958,1
KIAA2013,0
KIAA2018,1
KIAA2022,0
KIAA2026,0
KIDINS220,0
KIF11,1
KIF12,0
KIF13A,0
KIF13B,1
KIF14,0
KIF15,1
KIF16B,1
KIF17,0
KIF18A,0
KIF18B,1
KIF19,0
KIF1A,0
KIF1B,1
KIF1C,1
KIF20A,0
KIF20B,1
KIF21A,1
KIF21B,1
KIF22,1
KIF23,1
KIF24,0
KIF25,0
KIF26A,0
KIF26B,0
KIF27,1
KIF2A,1
KIF2B,0
KIF2C,1
KIF3A,1
KIF3B,1
KIF3C,0
KIF4A,0
KIF4B,0
KIF5A,0
KIF5B,1
KIF5C,1
KIF6,0
KIF7,1
KIF9,1
KIFAP3,1
KIFC1,0
KIFC2,1
KIFC3,0
KIN,1
KIR2DL1,0
KIR2DL3,0
KIR2DS4,0
KIR3DL1,0
KIR3DL2,0
KIR3DL3,0
KIR3DX1,0
KIRREL,0
KIRREL2,0
KIRREL3,0
KIRREL3-AS3,0
KISS1,0
KISS1R,1
KIT,0
KITLG,0
KIZ,1
KL,0
KLB,0
KLC1,0
KLC2,1
KLC3,1
KLC4,1
KLF1,1
KLF10,1
KLF11,0
KLF12,1
KLF13,1
KLF14,0
KLF15,0
KLF16,1
KLF17,0
KLF2,1
KLF3,1
KLF4,0
KLF5,1
KLF6,1
KLF7,0
KLF8,0
KLF9,1
KLHDC1,0
KLHDC10,1
KLHDC2,0
KLHDC3,0
KLHDC4,1
KLHDC7A,0
KLHDC7B,1
KLHDC8A,0
KLHDC8B,1
KLHDC9,1
KLHL1,0
KLHL10,1
KLHL11,1
KLHL12,1
KLHL13,0
KLHL14,0
KLHL15,0
KLHL17,1
KLHL18,1
KLHL2,1
KLHL20,1
KLHL21,1
KLHL22,1
KLHL23,1
KLHL24,1
KLHL25,0
KLHL26,1
KLHL28,1
KLHL29,1
KLHL3,1
KLHL30,0
KLHL31,0
KLHL32,1
KLHL33,0
KLHL34,0
KLHL35,0
KLHL36,1
KLHL38,0
KLHL4,0
KLHL40,0
KLHL41,0
KLHL42,1
KLHL5,0
KLHL6,1
KLHL7,1
KLHL8,0
KLHL9,1
KLK1,0
KLK10,0
KLK11,0
KLK12,0
KLK13,0
KLK14,0
KLK15,0
KLK2,0
KLK3,0
KLK4,0
KLK5,0
KLK6,0
KLK7,0
KLK8,0
KLK9,0
KLKB1,0
KLKP1,0
KLLN,1
KLRAP1,0
KLRB1,0
KLRC1,0
KLRC2,0
KLRC3,0
KLRC4,0
KLRC4-KLRK1,0
KLRD1,0
KLRF1,0
KLRF2,0
KLRG1,0
KLRG2,1
KLRK1,0
KMO,1
KMT2A,0
KMT2B,0
KMT2C,1
KMT2D,1
KMT2E,1
KNCN,0
KNDC1,0
KNG1,0
KNOP1,0
KNSTRN,0
KNTC1,0
KPNA1,1
KPNA2,0
KPNA3,1
KPNA4,0
KPNA5,1
KPNA6,1
KPNA7,0
KPNB1,1
KPRP,0
KPTN,0
KRAS,1
KRBA1,1
KRBA2,0
KRBOX1,0
KRBOX4,0
KRCC1,1
KREMEN1,1
KREMEN2,1
KRI1,0
KRIT1,1
KRR1,1
KRT1,0
KRT10,0
KRT12,0
KRT13,0
KRT14,0
KRT15,0
KRT16,0
KRT16P2,0
KRT16P3,0
KRT17,0
KRT18,0
KRT18P55,0
KRT19,1
KRT19P2,0
KRT2,0
KRT20,0
KRT222,0
KRT23,0
KRT24,0
KRT25,0
KRT26,0
KRT27,0
KRT28,0
KRT3,0
KRT31,0
KRT32,0
KRT33A,0
KRT33B,0
KRT34,0
KRT35,0
KRT36,0
KRT37,0
KRT38,0
KRT39,0
KRT4,0
KRT40,0
KRT42P,0
KRT5,0
KRT6A,0
KRT6B,0
KRT6C,0
KRT7,0
KRT71,0
KRT72,0
KRT73,0
KRT74,0
KRT75,0
KRT76,0
KRT77,0
KRT78,0
KRT79,0
KRT8,0
KRT80,0
KRT81,0
KRT82,0
KRT83,0
KRT84,0
KRT85,0
KRT86,0
KRT8P41,0
KRT9,0
KRTAP1-1,0
KRTAP1-3,0
KRTAP1-4,0
KRTAP1-5,0
KRTAP10-1,0
KRTAP10-10,0
KRTAP10-11,0
KRTAP10-12,0
KRTAP10-2,0
KRTAP10-3,0
KRTAP10-4,0
KRTAP10-5,0
KRTAP10-6,0
KRTAP10-7,0
KRTAP10-8,0
KRTAP10-9,0
KRTAP11-1,0
KRTAP12-1,0
KRTAP12-2,0
KRTAP12-3,0
KRTAP12-4,0
KRTAP13-1,0
KRTAP13-2,0
KRTAP13-3,0
KRTAP13-4,0
KRTAP15-1,0
KRTAP16-1,0
KRTAP17-1,0
KRTAP19-1,0
KRTAP19-2,0
KRTAP19-3,0
KRTAP19-4,0
KRTAP19-5,0
KRTAP19-6,0
KRTAP19-7,0
KRTAP19-8,0
KRTAP2-1,0
KRTAP2-2,0
KRTAP2-4,0
KRTAP20-1,0
KRTAP20-2,0
KRTAP20-3,0
KRTAP20-4,0
KRTAP21-1,0
KRTAP21-2,0
KRTAP21-3,0
KRTAP22-1,0
