GeneSym,NFIC
FRAT2,1
FREM1,0
FREM2,0
FREM3,1
FRG1,1
FRG1B,1
FRG2,0
FRG2B,0
FRG2C,0
FRK,1
FRMD1,0
FRMD3,1
FRMD4A,0
FRMD4B,0
FRMD5,1
FRMD6,0
FRMD6-AS1,1
FRMD7,0
FRMD8,1
FRMD8P1,0
FRMPD1,0
FRMPD2,0
FRMPD4,0
FRRS1,1
FRRS1L,0
FRS2,1
FRS3,1
FRY,0
FRYL,1
FRZB,1
FSBP,0
FSCB,0
FSCN1,1
FSCN2,1
FSCN3,0
FSD1,1
FSD1L,1
FSD2,1
FSHB,0
FSHR,0
FSIP1,1
FSIP2,0
FST,1
FSTL1,0
FSTL3,1
FSTL4,0
FSTL5,0
FTCD,1
FTCDNL1,1
FTH1,1
FTH1P3,0
FTHL17,0
FTL,1
FTLP10,0
FTMT,0
FTO,1
FTSJ1,1
FTSJ2,1
FTSJ3,1
FTX,0
FUBP1,1
FUBP3,1
FUCA1,1
FUCA2,1
FUK,1
FUNDC1,0
FUNDC2,1
FUNDC2P2,0
FUOM,1
FURIN,1
FUS,1
FUT1,0
FUT10,1
FUT11,1
FUT2,0
FUT3,1
FUT4,1
FUT5,1
FUT6,1
FUT7,0
FUT8,1
FUT9,0
FUZ,1
FXN,1
FXR1,1
FXR2,1
FXYD1,1
FXYD2,1
FXYD3,0
FXYD4,0
FXYD5,1
FXYD6,0
FXYD6-FXYD2,0
FXYD7,1
FYB,0
FYCO1,1
FYN,0
FYTTD1,1
FZD1,1
FZD10,0
FZD2,1
FZD3,0
FZD4,1
FZD5,1
FZD6,1
FZD7,1
FZD8,1
FZD9,1
FZR1,1
G0S2,1
G2E3,1
G3BP1,1
G3BP2,1
G6PC,1
G6PC2,0
G6PC3,1
G6PD,1
GAA,1
GAB1,1
GAB2,1
GAB3,0
GAB4,0
GABARAP,1
GABARAPL1,1
GABARAPL2,1
GABARAPL3,0
GABBR1,0
GABBR2,1
GABPA,1
GABPB1,1
GABPB2,1
GABRA1,0
GABRA2,0
GABRA3,0
GABRA4,0
GABRA5,0
GABRA6,0
GABRB1,0
GABRB2,0
GABRB3,0
GABRD,0
GABRE,1
GABRG1,0
GABRG2,0
GABRG3,0
GABRP,1
GABRQ,1
GABRR1,0
GABRR2,0
GABRR3,0
GAD1,0
GAD2,0
GADD45A,1
GADD45B,1
GADD45G,1
GADD45GIP1,1
GADL1,0
GAGE1,0
GAGE10,0
GAGE12B,0
GAGE12C,0
GAGE12D,0
GAGE12E,0
GAGE12F,0
GAGE12G,0
GAGE12H,0
GAGE12I,0
GAGE12J,0
GAGE13,0
GAGE2A,0
GAGE2B,0
GAGE2C,0
GAGE2D,0
GAGE2E,0
GAGE4,0
GAGE5,0
GAGE6,0
GAGE7,0
GAGE8,0
GAK,1
GAL,0
GAL3ST1,1
GAL3ST2,1
GAL3ST3,1
GAL3ST4,0
GALC,1
GALE,1
GALK1,1
GALK2,1
GALM,1
GALNS,1
GALNT1,0
GALNT10,1
GALNT11,0
GALNT12,1
GALNT13,0
GALNT14,0
GALNT15,0
GALNT16,1
GALNT18,0
GALNT2,1
GALNT3,1
GALNT4,1
GALNT5,1
GALNT6,1
GALNT7,1
GALNT8,0
GALNT9,0
GALNTL5,0
GALNTL6,0
GALP,0
GALR1,0
GALR2,1
GALR3,0
GALT,1
GAMT,1
GAN,1
GANAB,1
GANC,1
GAP43,0
GAPDH,1
GAPDHS,0
GAPT,0
GAPVD1,1
GAR1,1
GAREM,0
GAREML,0
GARNL3,0
GARS,1
GART,1
GAS1,0
GAS2,1
GAS2L1,1
GAS2L2,0
GAS2L3,1
GAS5,1
GAS6,0
GAS7,0
GAS8,1
GAST,0
GATA1,0
GATA2,0
GATA3,1
GATA4,1
GATA5,0
GATA6,0
GATAD1,1
GATAD2A,1
GATAD2B,1
GATB,1
GATC,1
GATM,0
GATS,1
GATSL2,0
GATSL3,1
GBA,1
GBA2,1
GBA3,0
GBAP1,1
GBAS,1
GBE1,1
GBF1,1
GBGT1,0
GBP1,0
GBP1P1,0
GBP2,0
GBP3,1
GBP4,1
GBP5,1
GBP6,1
GBP7,0
GBX1,0
GBX2,0
GC,0
GCA,1
GCAT,1
GCC1,1
GCC2,1
GCDH,1
GCFC2,1
GCG,0
GCGR,0
GCH1,1
GCHFR,1
GCK,0
GCKR,1
GCLC,1
GCLM,1
GCM1,0
GCM2,0
GCN1L1,1
GCNT1,1
GCNT2,1
GCNT3,0
GCNT4,0
GCNT7,0
GCOM1,1
GCSAM,1
GCSAML,0
GCSH,1
GDA,0
GDAP1,1
GDAP1L1,0
GDAP2,0
GDE1,1
GDF1,0
GDF10,0
GDF11,0
GDF15,1
GDF2,0
GDF3,0
GDF5,0
GDF6,0
GDF7,1
GDF9,1
GDI1,0
GDI2,1
GDNF,0
GDPD1,1
GDPD2,0
GDPD3,1
GDPD4,1
GDPD5,1
GDPGP1,1
GEM,1
GEMIN2,1
GEMIN4,1
GEMIN5,1
GEMIN6,1
GEMIN7,1
GEMIN8,1
GEMIN8P4,1
GEN1,1
GET4,1
GFAP,1
GFER,1
GFI1,1
GFI1B,0
GFM1,1
GFM2,1
GFOD1,1
GFOD2,1
GFPT1,1
GFPT2,1
GFRA1,0
GFRA2,0
GFRA3,1
GFRA4,0
GFRAL,0
GFY,0
GGA1,1
GGA2,1
GGA3,1
GGACT,1
GGCT,1
GGCX,1
GGH,1
GGN,0
GGNBP1,0
GGNBP2,1
GGPS1,1
GGT1,1
GGT3P,0
GGT5,0
GGT6,1
GGT7,0
GGT8P,0
GGTA1P,1
GGTLC1,0
GGTLC2,0
GH1,0
GH2,0
GHDC,1
GHITM,1
GHR,0
GHRH,0
GHRHR,1
GHRL,1
GHRLOS,1
GHSR,0
GID4,1
GID8,1
GIF,0
GIGYF1,0
GIGYF2,1
GIMAP1,0
GIMAP1-GIMAP5,0
GIMAP2,1
GIMAP3P,0
GIMAP4,0
GIMAP5,0
GIMAP6,1
GIMAP7,0
GIMAP8,1
GIMD1,0
GIN1,1
GINM1,1
GINS1,1
GINS2,1
GINS3,1
GINS4,1
GIP,1
GIPC1,1
GIPC2,1
GIPC3,0
GIPR,1
GIT1,0
GIT2,1
GJA1,1
GJA10,0
GJA3,0
GJA4,0
GJA5,0
GJA8,0
GJA9,0
GJA9-MYCBP,0
GJB1,0
GJB2,0
GJB3,1
GJB4,0
GJB5,0
GJB6,0
GJB7,0
GJC1,0
GJC2,1
GJC3,0
GJD2,0
GJD3,1
GJD4,0
GJE1,0
GK,1
GK2,0
GK3P,0
GK5,1
GKAP1,0
GKN1,0
GKN2,0
GLA,1
GLB1,1
GLB1L,1
GLB1L2,0
GLB1L3,1
GLCCI1,1
GLCE,0
GLDC,1
GLDN,0
GLE1,1
GLG1,1
GLI1,1
GLI2,0
GLI3,0
GLI4,1
GLIPR1,1
GLIPR1L1,1
GLIPR1L2,1
GLIPR2,0
GLIS1,1
GLIS2,0
GLIS3,1
GLIS3-AS1,1
GLMN,1
GLO1,1
GLOD4,1
GLOD5,0
GLP1R,0
GLP2R,0
GLRA1,0
GLRA2,0
GLRA3,0
GLRA4,1
GLRB,1
GLRX,1
GLRX2,1
GLRX3,1
GLRX5,1
GLS,1
GLS2,0
GLT1D1,0
GLT6D1,0
GLT8D1,1
GLT8D2,1
GLTP,0
GLTPD2,1
GLTSCR1,1
GLTSCR1L,0
GLTSCR2,1
GLUD1,1
GLUD2,0
GLUL,1
GLYAT,0
GLYATL1,1
GLYATL2,0
GLYATL3,0
GLYCAM1,0
GLYCTK,1
GLYR1,1
GM2A,0
GMCL1,1
GMCL1P1,0
GMDS,1
GMEB1,1
GMEB2,1
GMFB,1
GMFG,1
GMIP,1
GML,0
GMNC,0
GMNN,1
GMPPA,1
GMPPB,1
GMPR,1
GMPR2,1
GMPS,1
GNA11,0
GNA12,1
GNA13,1
GNA14,0
GNA15,0
GNAI1,1
GNAI2,1
GNAI3,1
GNAL,1
GNAO1,0
GNAQ,0
GNAS,0
GNAS-AS1,0
GNAT1,0
GNAT2,0
GNAT3,0
GNAZ,0
GNB1,1
GNB1L,1
GNB2,1
GNB2L1,1
GNB3,0
GNB4,0
GNB5,0
GNE,0
GNG10,1
GNG11,1
GNG12,1
GNG13,0
GNG2,1
GNG3,1
GNG4,1
GNG5,1
GNG7,1
GNG8,0
GNGT1,0
GNGT2,1
GNL1,0
GNL2,0
GNL3,1
GNL3L,0
GNLY,0
GNMT,1
GNN,1
GNPAT,1
GNPDA1,1
GNPDA2,1
GNPNAT1,1
GNPTAB,1
GNPTG,1
GNRH1,0
GNRH2,1
GNRHR,0
GNRHR2,1
GNS,1
GOLGA1,1
GOLGA2,1
GOLGA2P2Y,0
GOLGA2P3Y,0
GOLGA2P5,0
GOLGA3,1
GOLGA4,1
GOLGA5,1
GOLGA6A,0
GOLGA6B,0
GOLGA6C,0
GOLGA6D,0
GOLGA6L1,0
GOLGA6L10,0
GOLGA6L5P,0
GOLGA6L6,0
GOLGA6L9,0
GOLGA7,1
GOLGA7B,0
GOLGA8A,0
GOLGA8B,0
GOLGA8CP,0
GOLGA8DP,0
GOLGA8EP,0
GOLGA8F,0
GOLGA8G,0
GOLGA8I,0
GOLGB1,1
GOLIM4,1
GOLM1,0
GOLPH3,1
GOLPH3L,1
GOLT1A,1
GOLT1B,1
GON4L,1
GOPC,1
GORAB,1
GORASP1,1
GORASP2,1
GOSR1,1
GOSR2,1
GOT1,1
GOT1L1,0
GOT2,1
GP1BA,1
GP1BB,0
GP2,1
GP5,0
GP6,0
GP9,0
GPA33,1
GPAA1,1
GPALPP1,1
GPAM,1
GPANK1,0
GPAT2,0
GPATCH1,1
GPATCH11,1
GPATCH2,1
GPATCH2L,1
GPATCH3,1
GPATCH4,1
GPATCH8,1
GPBAR1,0
GPBP1,1
GPBP1L1,1
GPC1,1
GPC2,0
GPC3,1
GPC4,1
GPC5,0
GPC6,1
GPCPD1,1
GPD1,0
GPD1L,1
GPD2,1
GPER1,1
GPHA2,0
GPHB5,0
GPHN,1
GPI,1
GPIHBP1,0
GPKOW,1
GPLD1,0
GPM6A,1
GPM6B,1
GPN1,1
GPN2,1
GPN3,1
GPNMB,0
GPR1,0
GPR101,0
GPR107,1
GPR108,1
GPR110,1
GPR111,0
GPR112,0
GPR113,1
GPR114,1
GPR115,0
GPR116,0
GPR119,1
GPR12,0
GPR123,0
GPR124,0
GPR125,1
GPR126,1
GPR128,0
GPR132,1
GPR133,0
GPR135,0
GPR137,1
GPR137B,0
GPR137C,1
GPR139,0
GPR141,0
GPR142,0
GPR143,0
GPR144,0
GPR146,0
GPR148,1
GPR149,0
GPR15,1
GPR150,1
GPR151,0
GPR152,1
GPR153,0
GPR155,1
GPR156,0
GPR157,1
GPR158,0
GPR160,0
GPR161,0
GPR162,0
GPR17,0
GPR171,1
GPR173,0
GPR174,0
GPR176,1
GPR179,0
GPR18,1
GPR180,1
GPR182,0
GPR183,1
GPR19,1
GPR20,1
GPR21,0
GPR22,0
GPR25,0
GPR26,0
GPR27,0
GPR3,1
GPR31,0
GPR32,0
GPR33,0
GPR34,0
GPR35,1
GPR37,0
GPR37L1,1
GPR39,1
GPR4,0
GPR45,1
GPR50,0
GPR52,0
GPR55,1
GPR56,1
GPR6,0
GPR61,0
GPR62,1
GPR63,0
GPR64,0
GPR65,1
GPR68,0
GPR75,0
GPR75-ASB3,0
GPR78,1
GPR82,1
GPR83,0
GPR84,1
GPR85,0
GPR87,0
GPR88,1
GPR89A,1
GPR89B,0
GPR97,1
GPR98,0
GPRASP1,0
GPRASP2,0
GPRC5A,1
GPRC5B,1
GPRC5C,1
GPRC5D,0
GPRC6A,0
GPRIN1,0
GPRIN2,0
GPRIN3,0
GPS1,1
GPS2,1
GPSM1,1
GPSM2,1
GPSM3,0
GPT,1
GPT2,1
GPX1,1
GPX2,1
GPX3,1
GPX4,1
GPX5,0
GPX6,0
GPX7,1
GPX8,0
GRAMD1A,1
GRAMD1B,0
GRAMD1C,1
GRAMD2,1
GRAMD3,1
GRAMD4,0
GRAP,1
GRAP2,1
GRAPL,1
GRASP,0
GRB10,0
GRB14,1
GRB2,1
GRB7,1
GREB1,1
GREB1L,0
GREM1,0
GREM2,0
GRHL1,1
GRHL2,1
GRHL3,0
GRHPR,1
GRIA1,0
GRIA2,0
GRIA3,0
GRIA4,0
GRID1,0
GRID2,0
GRID2IP,0
GRIFIN,0
GRIK1,0
GRIK1-AS1,0
GRIK1-AS2,0
GRIK2,0
GRIK3,0
GRIK4,0
GRIK5,0
GRIN1,0
GRIN2A,0
GRIN2B,0
GRIN2C,0
GRIN2D,0
GRIN3A,0
GRIN3B,1
GRINA,1
GRIP1,0
GRIP2,0
GRIPAP1,1
GRK1,0
GRK4,1
GRK5,1
GRK6,1
GRK7,0
GRM1,0
GRM2,0
GRM3,0
GRM4,0
GRM5,0
GRM6,0
GRM7,0
GRM8,0
GRN,1
GRP,0
GRPEL1,1
GRPEL2,1
GRPR,0
GRSF1,1
GRTP1,0
GRWD1,1
GRXCR1,0
GRXCR2,1
GSAP,1
GSC,0
GSC2,0
GSDMA,0
GSDMB,0
GSDMC,1
GSDMD,1
GSE1,1
GSG1,0
GSG1L,0
GSG2,1
GSK3A,1
GSK3B,1
GSKIP,0
GSN,1
GSPT1,1
GSPT2,1
GSR,1
GSS,1
GSTA1,0
GSTA2,1
GSTA3,0
GSTA4,1
GSTA5,0
GSTA7P,1
GSTCD,1
GSTK1,1
GSTM1,0
GSTM2,1
GSTM2P1,0
GSTM3,0
GSTM4,1
GSTM5,0
GSTO1,1
GSTO2,1
GSTP1,0
GSTT1,1
GSTT2,0
GSTT2B,0
GSTTP1,0
GSTTP2,0
GSTZ1,1
GSX1,0
GSX2,1
GTDC1,1
GTF2A1,1
GTF2A1L,0
GTF2A2,1
GTF2B,1
GTF2E1,1
GTF2E2,1
GTF2F1,1
GTF2F2,1
GTF2H1,1
GTF2H2,1
GTF2H2B,1
GTF2H2C,1
GTF2H2C_2,1
GTF2H3,1
GTF2H4,0
GTF2H5,1
GTF2I,1
GTF2IP1,0
GTF2IRD1,1
GTF2IRD2,1
GTF2IRD2B,1
GTF2IRD2P1,0
GTF3A,1
GTF3C1,1
GTF3C2,1
GTF3C3,1
GTF3C4,1
GTF3C5,1
GTF3C6,1
GTPBP1,1
GTPBP10,1
GTPBP2,1
GTPBP3,1
GTPBP4,1
GTPBP6,0
GTPBP8,1
GTSE1,1
GTSE1-AS1,1
GTSF1,0
GTSF1L,0
GUCA1A,0
GUCA1B,1
GUCA1C,0
GUCA2A,1
GUCA2B,0
GUCD1,1
GUCY1A2,1
GUCY1A3,0
GUCY1B2,0
GUCY1B3,0
GUCY2C,0
GUCY2D,0
GUCY2EP,0
GUCY2F,0
GUCY2GP,0
GUF1,1
GUK1,1
GULOP,0
GULP1,1
GUSB,1
GUSBP1,1
GUSBP10,0
GUSBP11,1
GUSBP2,1
GUSBP3,1
GUSBP4,1
GUSBP5,1
GUSBP9,0
GVINP1,0
GXYLT1,1
GXYLT2,0
GYG1,1
GYG2,1
GYG2P1,0
GYLTL1B,1
GYPA,0
GYPB,0
GYPC,1
GYPE,0
GYS1,1
GYS2,0
GZF1,0
GZMA,0
GZMB,0
GZMH,0
GZMK,0
GZMM,0
H19,1
H1F0,1
H1FNT,0
H1FOO,0
H1FX,1
H1FX-AS1,1
H2AFB1,1
H2AFB2,0
H2AFB3,1
H2AFJ,1
H2AFV,1
H2AFX,1
H2AFY,0
H2AFY2,1
H2AFZ,1
H2BFM,0
H2BFWT,0
H2BFXP,0
H3F3A,1
H3F3AP4,1
H3F3B,1
H3F3C,0
H6PD,1
HAAO,1
HABP2,0
HABP4,0
HACE1,1
HACL1,1
HADH,1
HADHA,1
HADHB,1
HAGH,1
HAGHL,1
HAL,1
HAMP,1
HAND1,0
HAND2,1
HAND2-AS1,1
HAO1,0
HAO2,0
HAP1,0
HAPLN1,0
HAPLN2,0
HAPLN3,0
HAPLN4,0
HAR1A,1
HAR1B,1
HARBI1,1
HARS,1
HARS2,1
HAS1,0
HAS2,1
HAS2-AS1,0
HAS3,0
HAT1,1
HAUS1,1
HAUS2,1
HAUS3,0
HAUS4,1
HAUS5,1
HAUS6,1
HAUS7,0
HAUS8,1
HAVCR1,1
HAVCR2,1
HAX1,1
HBA1,0
HBA2,1
HBB,0
HBBP1,0
HBD,0
HBE1,0
HBEGF,1
HBG1,0
HBG2,0
HBM,0
HBP1,1
HBQ1,1
HBS1L,1
HBZ,0
HCAR1,0
HCAR2,0
HCAR3,1
HCCAT5,0
HCCS,0
HCFC1,1
HCFC1R1,1
HCFC2,1
HCG11,1
HCG18,1
HCG25,1
HCG26,0
HCG4,0
HCK,0
HCLS1,1
HCN1,0
HCN2,1
HCN3,1
HCN4,0
HCRT,1
HCRTR1,0
HCRTR2,0
HCST,1
HDAC1,1
HDAC10,0
HDAC11,1
HDAC2,1
HDAC3,1
HDAC4,1
HDAC5,1
HDAC6,1
HDAC7,1
HDAC8,1
HDAC9,0
HDC,0
HDDC2,1
HDDC3,1
HDGF,1
HDGFL1,0
HDGFRP2,1
HDGFRP3,1
HDHD1,1
HDHD2,1
HDHD3,1
HDLBP,1
HDX,0
HEATR1,1
HEATR2,1
HEATR3,1
HEATR4,0
HEATR5A,1
HEATR5B,1
HEATR6,1
HEATR9,0
HEBP1,0
HEBP2,1
HECA,1
HECTD1,1
HECTD2,1
HECTD3,1
HECTD4,1
HECW1,0
HECW2,0
HEG1,1
HELB,1
HELLS,1
HELQ,1
HELT,0
HELZ,1
HELZ2,1
HEMGN,0
HEMK1,1
HENMT1,1
HEPACAM,1
HEPACAM2,0
HEPH,1
HEPHL1,0
HEPN1,0
HERC1,1
HERC2,0
HERC2P2,0
HERC2P3,0
HERC2P4,0
HERC2P7,0
HERC2P9,0
HERC3,0
HERC4,1
HERC5,1
HERC6,1
HERPUD1,1
HERPUD2,1
HES1,1
HES2,1
HES3,1
HES4,1
HES5,1
HES6,1
HES7,1
HESX1,0
HEXA,1
HEXA-AS1,1
HEXB,0
HEXDC,1
HEXIM1,1
HEXIM2,1
HEY1,1
HEY2,1
HEYL,0
HFE,1
HFE2,0
HFM1,0
HGC6.3,0
HGD,1
HGF,0
HGFAC,1
HGH1,0
HGS,1
HGSNAT,1
HHAT,1
HHATL,0
HHEX,1
HHIP,0
HHIPL1,0
HHIPL2,0
HHLA1,0
HHLA2,0
HHLA3,1
HIAT1,1
HIATL1,1
HIATL2,1
HIBADH,1
HIBCH,1
HIC1,1
HIC2,0
HID1,1
HIF1A,1
HIF1A-AS2,1
HIF1AN,1
HIF3A,1
HIGD1A,1
HIGD1B,0
HIGD1C,0
HIGD2A,1
HIGD2B,1
HILPDA,1
HILS1,1
HINFP,1
HINT1,1
HINT2,1
HINT3,1
HIP1,1
HIP1R,1
HIPK1,1
HIPK2,1
HIPK3,1
HIPK4,0
HIRA,1
HIRIP3,1
HIST1H1A,0
HIST1H1B,1
HIST1H1C,1
HIST1H1D,1
HIST1H1E,1
HIST1H1T,0
HIST1H2AA,0
HIST1H2AB,1
HIST1H2AC,1
HIST1H2AD,1
HIST1H2AE,1
HIST1H2AG,1
HIST1H2AH,1
HIST1H2AI,1
HIST1H2AJ,1
HIST1H2AK,1
HIST1H2AL,1
HIST1H2AM,1
HIST1H2APS1,0
HIST1H2BA,0
HIST1H2BB,1
HIST1H2BC,1
HIST1H2BD,1
HIST1H2BE,1
HIST1H2BF,1
HIST1H2BG,1
HIST1H2BH,1
HIST1H2BI,1
HIST1H2BJ,1
HIST1H2BK,1
HIST1H2BL,1
HIST1H2BM,1
HIST1H2BN,1
HIST1H2BO,1
HIST1H3A,1
HIST1H3B,1
HIST1H3C,1
HIST1H3D,1
HIST1H3E,1
HIST1H3F,1
HIST1H3G,1
HIST1H3H,1
HIST1H3I,1
HIST1H3J,1
HIST1H4A,1
HIST1H4B,1
HIST1H4C,1
HIST1H4D,1
HIST1H4E,1
HIST1H4F,1
HIST1H4G,0
HIST1H4H,1
HIST1H4I,1
HIST1H4J,1
HIST1H4K,1
HIST1H4L,1
HIST2H2AA3,1
HIST2H2AA4,1
HIST2H2AB,1
HIST2H2AC,1
HIST2H2BA,1
HIST2H2BB,0
HIST2H2BC,1
HIST2H2BE,1
HIST2H2BF,1
HIST2H3A,1
HIST2H3C,1
HIST2H3D,1
HIST2H4A,1
HIST2H4B,1
HIST3H2A,1
HIST3H2BA,0
HIST3H2BB,1
HIST3H3,0
HIST4H4,1
HIVEP1,1
HIVEP2,1
HIVEP3,0
HJURP,1
HK1,0
HK2,1
HK3,0
HKDC1,0
HKR1,0
HLA-A,0
HLA-DMA,0
HLA-DMB,0
HLA-DOA,0
HLA-DOB,0
HLA-DPB2,0
HLA-DQA1,1
HLA-DQB1,0
HLA-DRA,0
HLA-DRB5,1
HLA-DRB6,0
HLA-E,1
HLA-F,0
HLA-G,0
HLA-H,1
HLA-L,1
HLCS,1
HLF,1
HLTF,1
HLX,1
HM13,1
HMBOX1,1
HMBS,1
HMCES,1
HMCN1,0
HMG20A,1
HMG20B,0
HMGA1,1
HMGA1P7,0
HMGA2,1
HMGB1,1
HMGB2,1
HMGB3,0
HMGB3P1,0
HMGB4,0
HMGCL,1
HMGCLL1,0
HMGCR,1
HMGCS1,1
HMGCS2,1
HMGN1,0
HMGN2,1
HMGN2P46,0
HMGN3,1
HMGN4,1
HMGN5,1
HMGXB3,1
HMGXB4,1
HMHA1,1
HMHB1,1
HMMR,1
HMOX1,1
HMOX2,1
HMP19,0
HMSD,1
HMX1,0
HMX2,0
HMX3,1
HN1,1
HN1L,1
HNF1A,1
HNF1A-AS1,0
HNF1B,1
HNF4A,1
HNF4G,0
HNMT,1
HNRNPA0,1
HNRNPA1,1
HNRNPA1L2,1
HNRNPA1P10,1
HNRNPA2B1,1
HNRNPA3,1
HNRNPA3P1,0
HNRNPAB,1
HNRNPC,1
HNRNPCL1,0
HNRNPD,1
HNRNPDL,1
HNRNPF,1
HNRNPH1,1
HNRNPH2,1
HNRNPH3,1
HNRNPK,1
HNRNPKP3,0
HNRNPL,1
HNRNPLL,1
HNRNPM,1
HNRNPR,1
HNRNPU,1
HNRNPU-AS1,0
HNRNPUL1,1
HNRNPUL2,1
HNRNPUL2-BSCL2,1
HOGA1,1
HOMER1,1
HOMER2,1
HOMER3,0
HOMEZ,1
HOOK1,1
HOOK2,1
HOOK3,1
HOPX,1
HORMAD1,0
HORMAD2,1
HOTAIR,0
HOTAIRM1,1
HOTTIP,0
HOXA1,1
HOXA10,0
HOXA10-HOXA9,0
HOXA11,0
HOXA11-AS,0
HOXA13,0
HOXA2,0
HOXA3,0
HOXA4,1
HOXA5,1
HOXA6,1
HOXA7,1
HOXA9,0
HOXB1,0
HOXB13,0
HOXB2,1
HOXB3,1
HOXB4,1
HOXB5,1
HOXB6,1
HOXB7,1
HOXB8,0
HOXB9,0
HOXC10,0
HOXC11,0
HOXC12,0
HOXC13,0
HOXC4,1
HOXC5,1
HOXC6,1
HOXC8,0
HOXC9,0
HOXD1,1
HOXD10,0
HOXD11,1
HOXD12,0
HOXD13,1
HOXD3,0
HOXD4,0
HOXD8,1
HOXD9,0
HP,1
HP1BP3,1
HPCA,0
HPCAL1,1
HPCAL4,0
HPD,1
HPDL,1
HPGD,0
HPGDS,0
HPN,1
HPR,1
HPRT1,0
HPS1,1
HPS3,1
HPS4,1
HPS5,1
HPS6,1
HPSE,1
HPSE2,1
HPVC1,0
HPX,1
HPYR1,0
HR,1
HRAS,1
HRASLS,1
HRASLS2,1
HRASLS5,1
HRC,0
HRCT1,1
HRG,0
HRH1,1
HRH2,0
HRH3,1
HRH4,0
HRK,0
HRNR,0
HRSP12,1
HS1BP3,1
HS2ST1,1
HS3ST1,0
HS3ST2,0
HS3ST3A1,0
HS3ST3B1,1
HS3ST4,0
HS3ST5,0
HS3ST6,0
HS6ST1,1
HS6ST2,0
HS6ST3,1
HSBP1,1
HSBP1L1,1
HSCB,1
HSD11B1,0
HSD11B1L,1
HSD11B2,1
HSD17B1,0
HSD17B10,0
HSD17B11,1
HSD17B12,1
HSD17B13,0
HSD17B14,1
HSD17B2,1
HSD17B3,0
HSD17B4,1
HSD17B6,0
HSD17B7,1
HSD17B7P2,1
HSD17B8,0
HSD3B1,0
HSD3B2,0
HSD3B7,1
HSD3BP4,0
HSD52,0
HSDL1,1
HSDL2,1
HSF1,1
HSF2,1
HSF2BP,1
HSF4,1
HSF5,0
HSFX1,0
HSFX2,0
HSFY1,0
HSFY1P1,0
HSFY2,0
HSH2D,1
HSP90AA1,1
HSP90AA4P,0
HSP90AA6P,0
HSP90AB1,1
HSP90AB2P,0
HSP90AB3P,0
HSP90AB4P,0
HSP90B1,1
HSP90B3P,0
HSPA12A,1
HSPA12B,0
HSPA13,1
HSPA14,1
HSPA1A,0
HSPA1B,0
HSPA1L,1
HSPA2,1
HSPA4,1
HSPA4L,1
HSPA5,1
HSPA6,1
HSPA7,0
HSPA8,1
HSPA9,1
HSPB1,1
HSPB11,0
HSPB2,1
HSPB2-C11ORF52,1
HSPB3,0
HSPB6,1
HSPB7,0
HSPB8,0
HSPB9,1
HSPBAP1,1
HSPBP1,1
HSPD1,1
HSPE1,1
HSPE1-MOB4,1
HSPG2,0
HSPH1,1
HTATIP2,0
HTATSF1,1
HTN1,0
HTN3,0
HTR1A,0
HTR1B,0
HTR1D,1
HTR1E,0
HTR1F,0
HTR2A,0
HTR2B,1
HTR2C,0
HTR3A,1
HTR3B,0
HTR3C,0
HTR3D,0
HTR3E,0
HTR4,0
HTR5A,1
HTR5BP,0
HTR6,0
HTR7,0
HTR7P1,0
HTRA1,1
HTRA2,1
HTRA3,0
HTRA4,0
HTT,1
HTT-AS,1
HULC,0
HUNK,0
HUS1,1
HUS1B,0
HUWE1,1
HVCN1,1
HYAL1,0
HYAL2,1
HYAL3,1
HYAL4,0
HYALP1,0
HYDIN,0
HYI,1
HYKK,0
HYLS1,0
HYMAI,0
HYOU1,1
HYPK,1
HYPM,0
IAH1,1
IAPP,0
IARS,1
IARS2,1
IBA57,1
IBSP,0
IBTK,1
ICA1,0
ICA1L,1
ICAM1,1
ICAM2,1
ICAM3,1
ICAM4,1
ICAM5,0
ICE1,1
ICE2,1
ICK,1
ICMT,1
ICOS,0
ICOSLG,1
ICT1,1
ID1,1
ID2,1
ID2B,0
ID3,1
ID4,1
IDE,1
IDH1,1
IDH2,0
IDH3A,1
IDH3B,1
IDH3G,0
IDI1,1
IDI2,0
IDI2-AS1,0
IDNK,1
IDO1,0
IDO2,0
IDS,1
IDUA,1
IER2,1
IER3,1
IER3IP1,1
IER5,1
IER5L,1
IFFO1,1
IFFO2,0
IFI16,1
IFI27,1
IFI27L1,1
IFI27L2,0
IFI30,1
IFI35,0
IFI44,1
IFI44L,1
IFI6,1
IFIH1,1
IFIT1,1
IFIT1B,0
IFIT2,1
IFIT3,1
IFIT5,1
IFITM1,1
IFITM10,0
IFITM2,1
IFITM3,1
IFITM5,0
IFNA1,0
IFNA10,0
IFNA13,0
IFNA14,0
IFNA16,0
IFNA17,0
IFNA2,0
IFNA21,0
IFNA22P,0
IFNA4,0
IFNA5,0
IFNA6,0
IFNA7,0
IFNA8,0
IFNAR1,1
IFNAR2,1
IFNB1,0
IFNE,0
IFNG,0
IFNGR1,1
IFNGR2,1
IFNK,0
IFNL1,0
IFNL2,0
IFNL3,0
IFNLR1,0
IFNW1,0
IFRD1,1
IFRD2,1
IFT122,1
IFT140,1
IFT172,1
IFT20,1
IFT22,1
IFT27,1
IFT43,0
IFT46,1
IFT52,1
IFT57,0
IFT74,1
IFT80,1
IFT81,1
IFT88,1
IGBP1,1
IGBP1P1,0
IGDCC3,1
IGDCC4,1
