protein_id	gene_symbol	go_id	location	score
ENSP00000322218	PITPNM2	GO:0005615	Extracellular space	0.696
ENSP00000322229	FADS1	GO:0005615	Extracellular space	2.175
ENSP00000322229	FADS1	GO:0005576	Extracellular region	2.174
ENSP00000322229	FADS1	GO:1903561	Extracellular vesicle	0.978
ENSP00000322229	FADS1	GO:0070062	Extracellular exosome	0.532
ENSP00000322238	C14orf119	GO:0005576	Extracellular region	1.406
ENSP00000322249	ORAI3	GO:0005576	Extracellular region	2.163
ENSP00000322249	ORAI3	GO:0005615	Extracellular space	1.498
ENSP00000322249	ORAI3	GO:1903561	Extracellular vesicle	0.626
ENSP00000322251	TNNI3K	GO:0005576	Extracellular region	1.084
ENSP00000322251	TNNI3K	GO:0005615	Extracellular space	0.796
ENSP00000322273	OLFML3	GO:0005576	Extracellular region	4.555
ENSP00000322273	OLFML3	GO:1903561	Extracellular vesicle	4.262
ENSP00000322273	OLFML3	GO:0005615	Extracellular space	3.595
ENSP00000322273	OLFML3	GO:0070062	Extracellular exosome	1.145
ENSP00000322276	VNN2	GO:0005576	Extracellular region	4.570
ENSP00000322276	VNN2	GO:0005615	Extracellular space	1.422
ENSP00000322276	VNN2	GO:1903561	Extracellular vesicle	1.311
ENSP00000322276	VNN2	GO:0070062	Extracellular exosome	1.126
ENSP00000322300	TMTC2	GO:0005576	Extracellular region	1.072
ENSP00000322300	TMTC2	GO:0005615	Extracellular space	0.826
ENSP00000322304	PORCN	GO:0005576	Extracellular region	1.907
ENSP00000322304	PORCN	GO:0005615	Extracellular space	1.594
ENSP00000322304	PORCN	GO:1903561	Extracellular vesicle	1.372
ENSP00000322304	PORCN	GO:0070062	Extracellular exosome	1.320
ENSP00000322316	COQ7	GO:0005576	Extracellular region	1.251
ENSP00000322316	COQ7	GO:0005615	Extracellular space	0.667
ENSP00000322323	FAM20C	GO:0005576	Extracellular region	5.000
ENSP00000322323	FAM20C	GO:0005615	Extracellular space	5.000
ENSP00000322323	FAM20C	GO:1903561	Extracellular vesicle	4.184
ENSP00000322323	FAM20C	GO:0070062	Extracellular exosome	4.165
ENSP00000322339	VN1R1	GO:0005576	Extracellular region	0.469
ENSP00000322343	CDK20	GO:0005576	Extracellular region	1.395
ENSP00000322343	CDK20	GO:0005615	Extracellular space	1.147
ENSP00000322343	CDK20	GO:1903561	Extracellular vesicle	0.888
ENSP00000322373	PLEKHF2	GO:0005576	Extracellular region	0.789
ENSP00000322396	RRS1	GO:0005576	Extracellular region	1.192
ENSP00000322396	RRS1	GO:0005615	Extracellular space	0.514
ENSP00000322408	KDM5D	GO:0005576	Extracellular region	1.469
ENSP00000322408	KDM5D	GO:0005615	Extracellular space	1.145
ENSP00000322408	KDM5D	GO:1903561	Extracellular vesicle	0.644
ENSP00000322421	HBA1	GO:0005576	Extracellular region	5.000
ENSP00000322421	HBA1	GO:0005615	Extracellular space	5.000
ENSP00000322421	HBA1	GO:1903561	Extracellular vesicle	4.273
ENSP00000322421	HBA1	GO:0070062	Extracellular exosome	4.249
ENSP00000322439	TUFM	GO:0005576	Extracellular region	4.289
ENSP00000322439	TUFM	GO:0005615	Extracellular space	4.244
ENSP00000322439	TUFM	GO:1903561	Extracellular vesicle	4.196
ENSP00000322439	TUFM	GO:0070062	Extracellular exosome	4.168
ENSP00000322457	SIAH2	GO:0005576	Extracellular region	2.390
ENSP00000322457	SIAH2	GO:0005615	Extracellular space	1.299
ENSP00000322457	SIAH2	GO:1903561	Extracellular vesicle	1.195
ENSP00000322457	SIAH2	GO:0070062	Extracellular exosome	1.152
ENSP00000322460	SCN4B	GO:0005576	Extracellular region	1.867
ENSP00000322460	SCN4B	GO:0005615	Extracellular space	0.980
ENSP00000322524	DCTPP1	GO:0005576	Extracellular region	1.958
ENSP00000322524	DCTPP1	GO:0005615	Extracellular space	0.621
ENSP00000322532	PELI3	GO:0005576	Extracellular region	1.848
ENSP00000322532	PELI3	GO:0005615	Extracellular space	1.294
ENSP00000322532	PELI3	GO:1903561	Extracellular vesicle	0.929
ENSP00000322532	PELI3	GO:0070062	Extracellular exosome	0.715
ENSP00000322568	SOX11	GO:0005576	Extracellular region	1.856
ENSP00000322568	SOX11	GO:0005615	Extracellular space	1.600
ENSP00000322568	SOX11	GO:1903561	Extracellular vesicle	1.416
ENSP00000322568	SOX11	GO:0070062	Extracellular exosome	1.259
ENSP00000322570	POLE	GO:0005576	Extracellular region	1.706
ENSP00000322570	POLE	GO:0005615	Extracellular space	1.453
ENSP00000322570	POLE	GO:1903561	Extracellular vesicle	1.340
ENSP00000322570	POLE	GO:0070062	Extracellular exosome	1.175
ENSP00000322594	RAB39A	GO:0005576	Extracellular region	0.921
ENSP00000322594	RAB39A	GO:1903561	Extracellular vesicle	0.899
ENSP00000322594	RAB39A	GO:0070062	Extracellular exosome	0.833
ENSP00000322594	RAB39A	GO:0005615	Extracellular space	0.679
ENSP00000322609	ERICH3	GO:0005576	Extracellular region	0.542
ENSP00000322617	HTR3C	GO:0005576	Extracellular region	0.967
ENSP00000322628	ARL4D	GO:0005576	Extracellular region	0.931
ENSP00000322628	ARL4D	GO:0005615	Extracellular space	0.764
ENSP00000322649	SLC25A41	GO:0005576	Extracellular region	0.562
ENSP00000322706	HMGCS1	GO:0005576	Extracellular region	2.401
ENSP00000322706	HMGCS1	GO:0005615	Extracellular space	2.371
ENSP00000322706	HMGCS1	GO:1903561	Extracellular vesicle	1.429
ENSP00000322706	HMGCS1	GO:0070062	Extracellular exosome	1.264
ENSP00000322716	GLYR1	GO:0005576	Extracellular region	1.065
ENSP00000322716	GLYR1	GO:0005615	Extracellular space	0.578
ENSP00000322730	ITM2C	GO:0005576	Extracellular region	4.225
ENSP00000322730	ITM2C	GO:0005615	Extracellular space	4.144
ENSP00000322730	ITM2C	GO:0070062	Extracellular exosome	4.000
ENSP00000322730	ITM2C	GO:1903561	Extracellular vesicle	4.000
ENSP00000322775	RHBDF2	GO:0005576	Extracellular region	1.635
ENSP00000322775	RHBDF2	GO:0005615	Extracellular space	1.359
ENSP00000322775	RHBDF2	GO:1903561	Extracellular vesicle	1.314
ENSP00000322775	RHBDF2	GO:0070062	Extracellular exosome	1.192
ENSP00000322788	MMP1	GO:0005576	Extracellular region	4.747
ENSP00000322788	MMP1	GO:0005615	Extracellular space	2.889
ENSP00000322788	MMP1	GO:1903561	Extracellular vesicle	2.603
ENSP00000322788	MMP1	GO:0070062	Extracellular exosome	2.472
ENSP00000322802	TSPYL5	GO:0005576	Extracellular region	1.052
ENSP00000322802	TSPYL5	GO:0070062	Extracellular exosome	0.996
ENSP00000322802	TSPYL5	GO:0005615	Extracellular space	0.942
ENSP00000322802	TSPYL5	GO:1903561	Extracellular vesicle	0.937
ENSP00000322804	MTSS1	GO:0005576	Extracellular region	1.531
ENSP00000322804	MTSS1	GO:1903561	Extracellular vesicle	1.419
ENSP00000322804	MTSS1	GO:0070062	Extracellular exosome	1.373
ENSP00000322804	MTSS1	GO:0005615	Extracellular space	1.362
ENSP00000322837	TMEM40	GO:0005576	Extracellular region	0.781
ENSP00000322837	TMEM40	GO:0005615	Extracellular space	0.622
ENSP00000322845	ZMYM3	GO:0005576	Extracellular region	0.879
ENSP00000322885	DTX2	GO:0005576	Extracellular region	0.860
ENSP00000322898	EBF1	GO:0005576	Extracellular region	2.059
ENSP00000322898	EBF1	GO:0005615	Extracellular space	1.735
ENSP00000322898	EBF1	GO:1903561	Extracellular vesicle	1.152
ENSP00000322898	EBF1	GO:0070062	Extracellular exosome	1.016
ENSP00000322915	ZMYM4	GO:0005576	Extracellular region	0.651
ENSP00000322915	ZMYM4	GO:0005615	Extracellular space	0.545
ENSP00000322924	HTR1F	GO:0005576	Extracellular region	1.341
ENSP00000322924	HTR1F	GO:0005615	Extracellular space	0.752
ENSP00000322937	LRSAM1	GO:0005576	Extracellular region	0.940
ENSP00000322956	MFAP3	GO:0005576	Extracellular region	4.163
ENSP00000322991	BCAT2	GO:0005576	Extracellular region	1.743
ENSP00000322991	BCAT2	GO:0005615	Extracellular space	1.369
ENSP00000322991	BCAT2	GO:1903561	Extracellular vesicle	0.936
ENSP00000322991	BCAT2	GO:0070062	Extracellular exosome	0.886
ENSP00000323036	ACPP	GO:0005576	Extracellular region	5.000
ENSP00000323036	ACPP	GO:0005615	Extracellular space	5.000
ENSP00000323036	ACPP	GO:1903561	Extracellular vesicle	4.256
ENSP00000323036	ACPP	GO:0070062	Extracellular exosome	4.214
ENSP00000323046	EXOSC3	GO:0070062	Extracellular exosome	1.946
ENSP00000323046	EXOSC3	GO:1903561	Extracellular vesicle	1.845
ENSP00000323046	EXOSC3	GO:0005615	Extracellular space	1.613
ENSP00000323046	EXOSC3	GO:0005576	Extracellular region	1.522
ENSP00000323047	MTG1	GO:0005576	Extracellular region	0.609
ENSP00000323065	GADD45GIP1	GO:0005576	Extracellular region	1.327
ENSP00000323065	GADD45GIP1	GO:0005615	Extracellular space	0.752
ENSP00000323068	TMEM168	GO:0005576	Extracellular region	0.522
ENSP00000323071	ACOT4	GO:0005576	Extracellular region	1.534
ENSP00000323071	ACOT4	GO:0005615	Extracellular space	1.132
ENSP00000323074	RAI1	GO:0005576	Extracellular region	1.308
ENSP00000323074	RAI1	GO:0005615	Extracellular space	0.627
ENSP00000323076	NDUFAF3	GO:0005576	Extracellular region	1.625
ENSP00000323076	NDUFAF3	GO:1903561	Extracellular vesicle	1.432
ENSP00000323076	NDUFAF3	GO:0005615	Extracellular space	0.655
ENSP00000323096	AMIGO3	GO:0005576	Extracellular region	2.061
ENSP00000323099	ATRIP	GO:0005576	Extracellular region	1.063
ENSP00000323099	ATRIP	GO:0005615	Extracellular space	0.709
ENSP00000323148	ZKSCAN1	GO:0070062	Extracellular exosome	1.529
ENSP00000323148	ZKSCAN1	GO:1903561	Extracellular vesicle	1.458
ENSP00000323148	ZKSCAN1	GO:0005576	Extracellular region	1.359
ENSP00000323148	ZKSCAN1	GO:0005615	Extracellular space	1.317
ENSP00000323155	DAND5	GO:0005576	Extracellular region	4.693
ENSP00000323155	DAND5	GO:0005615	Extracellular space	3.429
ENSP00000323155	DAND5	GO:1903561	Extracellular vesicle	0.846
ENSP00000323155	DAND5	GO:0070062	Extracellular exosome	0.576
ENSP00000323183	ZBTB2	GO:0070062	Extracellular exosome	1.043
ENSP00000323183	ZBTB2	GO:1903561	Extracellular vesicle	1.013
ENSP00000323183	ZBTB2	GO:0005576	Extracellular region	0.933
ENSP00000323183	ZBTB2	GO:0005615	Extracellular space	0.809
ENSP00000323191	SAGE1	GO:0005576	Extracellular region	1.276
ENSP00000323191	SAGE1	GO:0005615	Extracellular space	0.501
ENSP00000323246	E2F7	GO:0005576	Extracellular region	1.559
ENSP00000323246	E2F7	GO:1903561	Extracellular vesicle	1.470
ENSP00000323246	E2F7	GO:0005615	Extracellular space	1.418
ENSP00000323246	E2F7	GO:0070062	Extracellular exosome	1.401
ENSP00000323264	MARVELD2	GO:0005576	Extracellular region	2.072
ENSP00000323264	MARVELD2	GO:0005615	Extracellular space	1.800
ENSP00000323264	MARVELD2	GO:1903561	Extracellular vesicle	0.920
ENSP00000323264	MARVELD2	GO:0070062	Extracellular exosome	0.543
ENSP00000323275	DNAAF4	GO:0005576	Extracellular region	2.549
ENSP00000323280	CD6	GO:0005576	Extracellular region	4.251
ENSP00000323280	CD6	GO:0005615	Extracellular space	2.083
ENSP00000323280	CD6	GO:1903561	Extracellular vesicle	1.394
ENSP00000323280	CD6	GO:0070062	Extracellular exosome	1.275
ENSP00000323288	RPUSD2	GO:0005576	Extracellular region	0.789
ENSP00000323300	SPAG5	GO:0005576	Extracellular region	1.021
ENSP00000323300	SPAG5	GO:0005615	Extracellular space	0.792
ENSP00000323300	SPAG5	GO:0070062	Extracellular exosome	0.590
ENSP00000323300	SPAG5	GO:1903561	Extracellular vesicle	0.514
ENSP00000323302	POC1B	GO:0005576	Extracellular region	0.593
ENSP00000323304	LSMEM1	GO:0005576	Extracellular region	0.375
ENSP00000323313	PDIA5	GO:0005576	Extracellular region	3.029
ENSP00000323313	PDIA5	GO:0005615	Extracellular space	0.980
ENSP00000323328	SIGLEC7	GO:0005576	Extracellular region	3.343
ENSP00000323328	SIGLEC7	GO:0005615	Extracellular space	1.864
ENSP00000323328	SIGLEC7	GO:1903561	Extracellular vesicle	1.602
ENSP00000323328	SIGLEC7	GO:0070062	Extracellular exosome	1.357
ENSP00000323355	FAM187B	GO:0005576	Extracellular region	1.266
ENSP00000323421	SMC1A	GO:0005576	Extracellular region	1.140
ENSP00000323421	SMC1A	GO:0005615	Extracellular space	0.810
ENSP00000323421	SMC1A	GO:1903561	Extracellular vesicle	0.650
ENSP00000323435	SNX22	GO:0005576	Extracellular region	1.186
ENSP00000323511	PNKP	GO:0005576	Extracellular region	1.190
ENSP00000323511	PNKP	GO:0005615	Extracellular space	0.778
ENSP00000323511	PNKP	GO:1903561	Extracellular vesicle	0.755
ENSP00000323516	UTS2R	GO:0005576	Extracellular region	1.475
ENSP00000323516	UTS2R	GO:0005615	Extracellular space	1.133
ENSP00000323516	UTS2R	GO:1903561	Extracellular vesicle	0.825
ENSP00000323516	UTS2R	GO:0070062	Extracellular exosome	0.658
ENSP00000323527	MKLN1	GO:0005576	Extracellular region	1.153
ENSP00000323527	MKLN1	GO:0005615	Extracellular space	1.014
ENSP00000323527	MKLN1	GO:1903561	Extracellular vesicle	1.000
ENSP00000323527	MKLN1	GO:0070062	Extracellular exosome	0.969
ENSP00000323549	SLC6A18	GO:0005576	Extracellular region	0.850
ENSP00000323568	SLC2A2	GO:0005576	Extracellular region	2.715
ENSP00000323568	SLC2A2	GO:0005615	Extracellular space	2.475
ENSP00000323568	SLC2A2	GO:1903561	Extracellular vesicle	1.580
ENSP00000323568	SLC2A2	GO:0070062	Extracellular exosome	1.353
ENSP00000323580	IFT88	GO:0005576	Extracellular region	1.840
ENSP00000323580	IFT88	GO:1903561	Extracellular vesicle	1.238
ENSP00000323580	IFT88	GO:0005615	Extracellular space	1.158
ENSP00000323580	IFT88	GO:0070062	Extracellular exosome	0.579
ENSP00000323587	ITLN1	GO:0005576	Extracellular region	4.562
ENSP00000323587	ITLN1	GO:0005615	Extracellular space	4.486
ENSP00000323587	ITLN1	GO:1903561	Extracellular vesicle	4.337
ENSP00000323587	ITLN1	GO:0070062	Extracellular exosome	4.289
ENSP00000323588	SOX2	GO:0005576	Extracellular region	3.058
ENSP00000323588	SOX2	GO:0005615	Extracellular space	2.837
ENSP00000323588	SOX2	GO:1903561	Extracellular vesicle	2.707
ENSP00000323588	SOX2	GO:0070062	Extracellular exosome	2.633
ENSP00000323645	TTC39C	GO:0005576	Extracellular region	0.642
ENSP00000323645	TTC39C	GO:0005615	Extracellular space	0.603
ENSP00000323670	ZBTB7A	GO:0005576	Extracellular region	1.490
ENSP00000323670	ZBTB7A	GO:0005615	Extracellular space	1.273
ENSP00000323670	ZBTB7A	GO:1903561	Extracellular vesicle	1.260
ENSP00000323670	ZBTB7A	GO:0070062	Extracellular exosome	1.244
ENSP00000323687	UBE2O	GO:0005576	Extracellular region	1.157
ENSP00000323687	UBE2O	GO:1903561	Extracellular vesicle	1.101
ENSP00000323687	UBE2O	GO:0070062	Extracellular exosome	1.083
ENSP00000323687	UBE2O	GO:0005615	Extracellular space	1.006
ENSP00000323696	CRTAP	GO:0005576	Extracellular region	5.000
ENSP00000323696	CRTAP	GO:0005615	Extracellular space	5.000
ENSP00000323696	CRTAP	GO:1903561	Extracellular vesicle	0.845
ENSP00000323696	CRTAP	GO:0070062	Extracellular exosome	0.701
ENSP00000323720	MED14	GO:0005576	Extracellular region	0.973
ENSP00000323720	MED14	GO:0005615	Extracellular space	0.701
ENSP00000323740	UCP3	GO:0005576	Extracellular region	2.090
ENSP00000323740	UCP3	GO:0005615	Extracellular space	1.922
ENSP00000323740	UCP3	GO:1903561	Extracellular vesicle	0.983
ENSP00000323740	UCP3	GO:0070062	Extracellular exosome	0.757
ENSP00000323782	CCDC43	GO:0005576	Extracellular region	0.188
ENSP00000323816	AHRR	GO:0005576	Extracellular region	1.609
ENSP00000323816	AHRR	GO:0005615	Extracellular space	1.467
ENSP00000323816	AHRR	GO:1903561	Extracellular vesicle	0.761
ENSP00000323816	AHRR	GO:0070062	Extracellular exosome	0.554
ENSP00000323821	GVQW3	GO:0005576	Extracellular region	0.281
ENSP00000323847	ARL14	GO:0005576	Extracellular region	1.254
ENSP00000323847	ARL14	GO:0005615	Extracellular space	0.576
ENSP00000323856	PLEC	GO:0005576	Extracellular region	4.408
ENSP00000323856	PLEC	GO:0005615	Extracellular space	4.324
ENSP00000323856	PLEC	GO:1903561	Extracellular vesicle	4.291
ENSP00000323856	PLEC	GO:0070062	Extracellular exosome	4.276
ENSP00000323858	DDX54	GO:0005576	Extracellular region	0.625
ENSP00000323858	DDX54	GO:0005615	Extracellular space	0.535
ENSP00000323858	DDX54	GO:0070062	Extracellular exosome	0.511
ENSP00000323867	PRKAG1	GO:0005576	Extracellular region	1.416
ENSP00000323867	PRKAG1	GO:0005615	Extracellular space	1.055
ENSP00000323867	PRKAG1	GO:1903561	Extracellular vesicle	0.515
ENSP00000323872	P2RY11	GO:0005576	Extracellular region	2.457
ENSP00000323872	P2RY11	GO:0005615	Extracellular space	1.909
ENSP00000323872	P2RY11	GO:1903561	Extracellular vesicle	1.184
ENSP00000323872	P2RY11	GO:0070062	Extracellular exosome	0.746
ENSP00000323879	ZNRF2	GO:0005576	Extracellular region	1.957
ENSP00000323879	ZNRF2	GO:1903561	Extracellular vesicle	0.678
ENSP00000323879	ZNRF2	GO:0070062	Extracellular exosome	0.646
ENSP00000323879	ZNRF2	GO:0005615	Extracellular space	0.620
ENSP00000323880	FOXJ1	GO:0005576	Extracellular region	2.202
ENSP00000323880	FOXJ1	GO:0005615	Extracellular space	1.518
ENSP00000323880	FOXJ1	GO:1903561	Extracellular vesicle	1.074
ENSP00000323880	FOXJ1	GO:0070062	Extracellular exosome	0.792
ENSP00000323889	TRIM25	GO:0005576	Extracellular region	2.092
ENSP00000323889	TRIM25	GO:0005615	Extracellular space	1.863
ENSP00000323889	TRIM25	GO:1903561	Extracellular vesicle	1.496
ENSP00000323889	TRIM25	GO:0070062	Extracellular exosome	1.386
ENSP00000323901	FZD2	GO:0005576	Extracellular region	2.127
ENSP00000323901	FZD2	GO:0005615	Extracellular space	1.774
ENSP00000323901	FZD2	GO:1903561	Extracellular vesicle	1.441
ENSP00000323901	FZD2	GO:0070062	Extracellular exosome	1.428
ENSP00000323913	TRIM55	GO:0005576	Extracellular region	0.881
ENSP00000323913	TRIM55	GO:0005615	Extracellular space	0.524
ENSP00000323926	TRPM8	GO:0005576	Extracellular region	2.435
ENSP00000323926	TRPM8	GO:0005615	Extracellular space	1.649
ENSP00000323926	TRPM8	GO:1903561	Extracellular vesicle	1.151
ENSP00000323926	TRPM8	GO:0070062	Extracellular exosome	0.785
ENSP00000323927	PLXDC1	GO:0005576	Extracellular region	5.000
ENSP00000323927	PLXDC1	GO:0005615	Extracellular space	5.000
ENSP00000323927	PLXDC1	GO:1903561	Extracellular vesicle	1.080
ENSP00000323927	PLXDC1	GO:0070062	Extracellular exosome	0.750
ENSP00000323929	A2M	GO:0005576	Extracellular region	4.793
ENSP00000323929	A2M	GO:0005615	Extracellular space	4.549
ENSP00000323929	A2M	GO:1903561	Extracellular vesicle	4.453
ENSP00000323929	A2M	GO:0070062	Extracellular exosome	4.410
ENSP00000323967	SMARCE1	GO:0005576	Extracellular region	1.116
ENSP00000323967	SMARCE1	GO:0005615	Extracellular space	0.847
ENSP00000323967	SMARCE1	GO:1903561	Extracellular vesicle	0.596
ENSP00000323978	CRIPAK	GO:0005576	Extracellular region	1.149
ENSP00000324020	KIF15	GO:0005576	Extracellular region	1.167
ENSP00000324020	KIF15	GO:0005615	Extracellular space	0.936
ENSP00000324020	KIF15	GO:1903561	Extracellular vesicle	0.606
ENSP00000324020	KIF15	GO:0070062	Extracellular exosome	0.516
ENSP00000324064	ZNF354C	GO:0005576	Extracellular region	0.856
ENSP00000324101	CD151	GO:1903561	Extracellular vesicle	2.399
ENSP00000324101	CD151	GO:0070062	Extracellular exosome	2.398
ENSP00000324101	CD151	GO:0005576	Extracellular region	2.374
ENSP00000324101	CD151	GO:0005615	Extracellular space	2.183
ENSP00000324105	ENO3	GO:0005576	Extracellular region	4.363
ENSP00000324105	ENO3	GO:0005615	Extracellular space	4.305
ENSP00000324105	ENO3	GO:1903561	Extracellular vesicle	4.253
ENSP00000324105	ENO3	GO:0070062	Extracellular exosome	4.241
ENSP00000324122	PRPF31	GO:0005576	Extracellular region	0.923
ENSP00000324122	PRPF31	GO:0005615	Extracellular space	0.506
ENSP00000324124	POLR2L	GO:0005576	Extracellular region	1.697
ENSP00000324127	PSD3	GO:0005576	Extracellular region	1.204
ENSP00000324127	PSD3	GO:0005615	Extracellular space	0.946
ENSP00000324127	PSD3	GO:1903561	Extracellular vesicle	0.737
ENSP00000324127	PSD3	GO:0070062	Extracellular exosome	0.649
ENSP00000324173	HSPA5	GO:0005576	Extracellular region	4.636
ENSP00000324173	HSPA5	GO:0005615	Extracellular space	4.518
ENSP00000324173	HSPA5	GO:1903561	Extracellular vesicle	4.487
ENSP00000324173	HSPA5	GO:0070062	Extracellular exosome	4.456
ENSP00000324175	MAMSTR	GO:0005576	Extracellular region	0.997
ENSP00000324175	MAMSTR	GO:0005615	Extracellular space	0.767
ENSP00000324191	KCNRG	GO:0005576	Extracellular region	1.053
ENSP00000324191	KCNRG	GO:0005615	Extracellular space	0.758
ENSP00000324196	AATK	GO:0005576	Extracellular region	1.671
ENSP00000324196	AATK	GO:0005615	Extracellular space	1.478
ENSP00000324196	AATK	GO:0070062	Extracellular exosome	1.114
ENSP00000324196	AATK	GO:1903561	Extracellular vesicle	1.064
ENSP00000324203	WRAP53	GO:0005576	Extracellular region	1.068
ENSP00000324203	WRAP53	GO:1903561	Extracellular vesicle	0.946
ENSP00000324203	WRAP53	GO:0005615	Extracellular space	0.865
ENSP00000324203	WRAP53	GO:0070062	Extracellular exosome	0.850
ENSP00000324204	MTURN	GO:0005576	Extracellular region	2.985
ENSP00000324204	MTURN	GO:0005615	Extracellular space	0.550
ENSP00000324270	OXTR	GO:0005576	Extracellular region	2.296
ENSP00000324270	OXTR	GO:0005615	Extracellular space	1.732
ENSP00000324270	OXTR	GO:1903561	Extracellular vesicle	1.211
