name,uniprot,n_measure,n_tissue,n_cell,n_common,hacells_label,emblcells_label,cell label score,cell label,haatlas_label,emblatlas_label,mspatlas_label,msratlas_label,tissue label score,tissue label,Gobal label score (GLS),Global label
solute carrier family 7 member 11,Q9UPY5,6,4,2,0,macrophages,"erythrocytes,platelets",1,macrophages,brain,brain,brain,brain,4,brain,4,brain
solute carrier family 7 member 14,Q8TBB6,6,4,2,0,tcellcd8,neutrophils,2,neutrophils.tcellcd8,brain,brain,brain,brain,4,brain,4,brain
solute carrier family 8 member A2,Q9UPR5,5,4,1,0,tcellcd4,,1,tcellcd4,nerve,brain,brain,brain,3,brain,3,brain
solute carrier family 9 member A6,Q92581,6,4,2,2,common,macrophage,1,macrophages,brain,brain,brain,common,3,brain,3,brain
solute carrier organic anion transporter family member 1C1,Q9NYB5,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
solute carrier organic anion transporter family member 3A1,Q9UIG8,6,4,2,2,platelets,common,1,platelets,brain,heart,"brain,nerve",common,1.45,brain,1.45,brain
somatostatin receptor 4,P31391,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
sortilin related VPS10 domain containing receptor 3,Q9UPU3,3,3,0,0,,,0,,,brain,"brain,heart","brain,nerve",1.9,brain,1.9,brain
sorting nexin 24,Q9Y343,6,4,2,2,"macrophages,platelets",platelets,1.45,platelets,brain,common,brain,common,2,brain,2,brain
sorting nexin 32,Q86XE0,6,4,2,1,"monocytes,neutrophils",macrophage,1,macrophages,common,"bonemarrow,brain",brain,brain,2.45,brain,2.45,brain
sorting nexin family member 30,Q5VWJ9,6,4,2,2,common,"macrophage,monocytes",0.9,macrophages.monocytes,brain,"bonemarrow,brain",brain,common,2.45,brain,2.45,brain
sosondowah ankyrin repeat domain family member A,Q2M3V2,5,4,1,0,tcellcd8,,1,tcellcd8,"adiposetissue,heart",brain,muscle,brain,2,brain,2,brain
Sp7 transcription factor,Q8TDD2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
spalt like transcription factor 3,Q9BXA9,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
SPANX family member C,Q9NY87,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
SPANX family member N2,Q5MJ10,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",Q08629,5,4,1,0,,monocytes,1,monocytes,brain,brain,brain,"brain,heart",3.45,brain,3.45,brain
"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",Q9BQ16,4,3,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,brain,heart,brain,2,brain,2,brain
SPATA31 subfamily A member 6,Q5VVP1,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
SPATA31 subfamily A member 7,Q8IWB4,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
"spectrin alpha, non-erythrocytic 1",Q13813,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,brain,brain,"brain,nerve",common,2.45,brain,2.45,brain
"spectrin beta, non-erythrocytic 1",Q01082,6,4,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,brain,adiposetissue,"brain,nerve",common,1.45,brain,1.45,brain
"spectrin beta, non-erythrocytic 4",Q9H254,6,4,2,2,common,erythrocytes,1,erythrocytes,common,muscle,brain,"brain,nerve",1.45,brain,1.45,brain
speedy/RINGO cell cycle regulator family member E10,P0DUX0,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
sperm associated antigen 6,O75602,5,4,1,0,,neutrophils,1,neutrophils,liver,brain,artery,brain,2,brain,2,brain
sperm autoantigenic protein 17,Q15506,4,3,1,0,,erythrocytes,1,erythrocytes,,brain,artery,"brain,thyroid",1.45,brain,1.45,brain
spermatid maturation 1,Q8N4L4,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
spermatogenesis and oogenesis specific basic helix-loop-helix 1,Q5JUK2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
spermatogenesis associated 2,Q9UM82,4,3,1,1,,common,0,,,bonemarrow,brain,brain,2,brain,2,brain
spermatogenesis associated 3,Q8NHX4,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
spermatogenesis associated 45,Q537H7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
splA/ryanodine receptor domain and SOCS box containing 3,Q6PJ21,2,1,1,1,,common,0,,,brain,,,1,brain,1,brain
sprouty related EVH1 domain containing 1,Q7Z699,5,4,1,1,,macrophage,1,macrophages,brain,"adiposetissue,heart",brain,common,2,brain,2,brain
Src homology 2 domain containing transforming protein D,Q96IW2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
SRSF protein kinase 2,P78362,6,4,2,2,common,neutrophils,1,neutrophils,common,brain,brain,brain,3,brain,3,brain
SRY-box transcription factor 1,O00570,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
SRY-box transcription factor 12,O15370,2,1,1,1,,common,0,,,brain,,,1,brain,1,brain
SRY-box transcription factor 2,P48431,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
SRY-box transcription factor 4,Q06945,4,3,1,1,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,brain,"esophagus,heart",common,1,brain,1,brain
ST18 C2H2C-type zinc finger transcription factor,O60284,4,3,1,0,,macrophage,1,macrophages,,brain,"heart,skin",brain,2,brain,2,brain
"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",Q92185,4,3,1,0,,erythrocytes,1,erythrocytes,,brain,muscle,brain,2,brain,2,brain
"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",O43173,3,3,0,0,,,0,,,brain,muscle,brain,2,brain,2,brain
"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",O15466,4,3,1,0,,"neutrophils,platelets",0.9,neutrophils.platelets,,"adrenalgland,brain",nerve,brain,1.45,brain,1.45,brain
StAR related lipid transfer domain containing 6,P59095,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
stathmin 1,P16949,6,4,2,2,common,"erythrocytes,neutrophils",0.9,erythrocytes.neutrophils,brain,"bonemarrow,brain",brain,common,2.45,brain,2.45,brain
stathmin 2,Q93045,5,4,1,0,platelets,,1,platelets,lung,brain,"brain,nerve",brain,2.45,brain,2.45,brain
stathmin 3,Q9NZ72,6,4,2,1,neutrophils,"tcellcd4,tcellcd8",1,neutrophils,bladder,brain,brain,common,2,brain,2,brain
stathmin 4,Q9H169,3,2,1,0,tcellcd8,,1,tcellcd8,brain,brain,,,2,brain,2,brain
sterile alpha motif domain containing 14,Q8IZD0,6,4,2,0,platelets,platelets,2,platelets,kidney,brain,brain,"brain,thyroid",2.45,brain,2.45,brain
steroid receptor associated and regulated protein,Q8NEQ6,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
storkhead box 1,Q6ZVD7,4,3,1,0,,monocytes,1,monocytes,,muscle,brain,brain,2,brain,2,brain
succinate dehydrogenase complex assembly factor 2,Q9NX18,6,4,2,2,common,"neutrophils,platelets",0.9,neutrophils.platelets,brain,"liver,pancreas","heart,liver",common,1,brain,1,brain
succinate dehydrogenase complex assembly factor 4,Q5VUM1,6,4,2,2,"tcellcd4,tcellcd8",erythrocytes,1,erythrocytes,brain,common,"brain,heart",common,1.45,brain,1.45,brain
sulfotransferase family 4A member 1,Q9BR01,4,4,0,0,,,0,,brain,brain,brain,brain,4,brain,4,brain
suppressor of cancer cell invasion,Q8N9R8,6,4,2,0,"monocytes,tcellcd4","tcellcd4,tcellcd8",0.9,tcellcd4,brain,brain,brain,brain,4,brain,4,brain
SV2 related protein,Q8N4V2,6,4,2,0,monocytes,neutrophils,2,monocytes.neutrophils,"colon,stomach",brain,brain,brain,3,brain,3,brain
synapsin I,P17600,6,4,2,0,neutrophils,monocytes,2,monocytes.neutrophils,brain,brain,brain,"brain,heart",3.45,brain,3.45,brain
synapsin II,Q92777,4,2,2,0,tcellcd4,"monocytes,neutrophils",1,tcellcd4,brain,brain,,,2,brain,2,brain
synapsin III,O14994,5,4,1,0,macrophages,,1,macrophages,brain,brain,brain,brain,4,brain,4,brain
synaptic vesicle glycoprotein 2A,Q7L0J3,6,4,2,0,monocytes,platelets,2,monocytes.platelets,brain,brain,brain,"brain,ovary",3.45,brain,3.45,brain
synaptic vesicle glycoprotein 2B,Q7L1I2,5,4,1,0,,neutrophils,1,neutrophils,brain,brain,brain,brain,4,brain,4,brain
synaptogyrin 1,O43759,6,4,2,1,"macrophages,neutrophils",macrophage,1.45,macrophages,brain,bonemarrow,brain,common,2,brain,2,brain
synaptogyrin 3,O43761,6,4,2,0,tcellcd8,bcell,2,bcell.tcellcd8,brain,brain,brain,brain,4,brain,4,brain
synaptogyrin 4,O95473,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
synaptojanin 1,O43426,6,4,2,2,"macrophages,monocytes",common,0.9,macrophages.monocytes,brain,"bonemarrow,brain",brain,common,2.45,brain,2.45,brain
synaptophysin,P08247,6,4,2,0,macrophages,macrophage,2,macrophages,brain,brain,brain,brain,4,brain,4,brain
synaptoporin,Q8TBG9,5,4,1,0,platelets,,1,platelets,brain,brain,brain,brain,4,brain,4,brain
synaptosome associated protein 25,P60880,6,4,2,0,tcellcd8,platelets,2,platelets.tcellcd8,brain,brain,brain,brain,4,brain,4,brain
synaptosome associated protein 91,O60641,5,4,1,0,"macrophages,neutrophils",,0.9,macrophages.neutrophils,brain,brain,brain,brain,4,brain,4,brain
synaptotagmin 1,P21579,6,4,2,0,tcellcd4,monocytes,2,monocytes.tcellcd4,brain,brain,brain,brain,4,brain,4,brain
synaptotagmin 11,Q9BT88,5,4,1,1,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,"brain,nerve",brain,liver,common,1.45,brain,1.45,brain
synaptotagmin 12,Q8IV01,6,4,2,0,monocytes,neutrophils,2,monocytes.neutrophils,brain,liver,brain,"brain,liver",2.45,brain,2.45,brain
synaptotagmin 13,Q7L8C5,4,3,1,0,,neutrophils,1,neutrophils,,brain,artery,brain,2,brain,2,brain
synaptotagmin 16,Q17RD7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
synaptotagmin 2,Q8N9I0,4,4,0,0,,,0,,brain,brain,brain,brain,4,brain,4,brain
synaptotagmin 3,Q9BQG1,4,3,1,0,erythrocytes,,1,erythrocytes,spleen,brain,,brain,2,brain,2,brain
synaptotagmin 4,Q9H2B2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
synaptotagmin 5,O00445,6,4,2,1,tcellcd4,common,1,tcellcd4,ovary,brain,brain,brain,3,brain,3,brain
syndecan 3,O75056,5,4,1,1,,macrophage,1,macrophages,brain,adrenalgland,brain,common,2,brain,2,brain
synergin gamma,Q9UMZ2,4,2,2,2,"tcellcd4,tcellcd8",common,0.9,tcellcd4.tcellcd8,brain,common,,,1,brain,1,brain
syntaphilin,O15079,6,4,2,0,tcellcd8,"tcellcd4,tcellcd8",1.45,tcellcd8,"brain,nerve","brain,muscle",brain,"brain,heart",2.35,brain,2.35,brain
syntaxin 1A,Q16623,6,4,2,0,macrophages,monocytes,2,macrophages.monocytes,brain,bonemarrow,brain,brain,3,brain,3,brain
syntaxin 1B,P61266,5,4,1,0,,macrophage,1,macrophages,brain,brain,brain,"brain,liver",3.45,brain,3.45,brain
syntaxin binding protein 1,P61764,6,4,2,1,"monocytes,neutrophils",platelets,1,platelets,brain,brain,brain,common,3,brain,3,brain
syntaxin binding protein 6,Q8NFX7,5,4,1,1,,bcell,1,bcell,brain,pancreas,brain,common,2,brain,2,brain
syntrophin gamma 1,Q9NSN8,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
synuclein alpha,P37840,6,4,2,1,platelets,"erythrocytes,platelets",1.45,platelets,brain,bonemarrow,brain,common,2,brain,2,brain
synuclein beta,Q16143,4,4,0,0,,,0,,"brain,lung",brain,brain,brain,3.45,brain,3.45,brain
synuclein gamma,O76070,5,4,1,0,tcellcd4,,1,tcellcd4,brain,adrenalgland,brain,brain,3,brain,3,brain
T cell leukemia homeobox 3,O43711,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
T cell receptor alpha variable 40,A0A0B4J280,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,brain,,,1,brain,1,brain
T-box brain transcription factor 1,Q16650,4,4,0,0,,,0,,brain,brain,brain,brain,4,brain,4,brain
t-complex-associated-testis-expressed 1,Q5JU00,4,3,1,1,,common,0,,,bonemarrow,brain,brain,2,brain,2,brain
TAFA chemokine like family member 1,Q7Z5A9,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,brain,,,1,brain,1,brain
TAO kinase 1,Q7L7X3,6,4,2,2,platelets,"neutrophils,platelets",1.45,platelets,brain,common,brain,common,2,brain,2,brain
TAR (HIV-1) RNA binding protein 1,Q13395,6,4,2,1,tcellcd4,common,1,tcellcd4,"colon,stomach",bonemarrow,"brain,heart",brain,1.45,brain,1.45,brain
target of myb1 like 2 membrane trafficking protein,Q6ZVM7,6,4,2,1,"macrophages,platelets",platelets,1.45,platelets,brain,heart,brain,common,2,brain,2,brain
taste 2 receptor member 1,Q9NYW7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
TATA-box binding protein associated factor 1 like,Q8IZX4,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
tau tubulin kinase 1,Q5TCY1,5,4,1,0,neutrophils,,1,neutrophils,lung,brain,brain,"brain,liver",2.45,brain,2.45,brain
TBC1 domain family member 10B,Q4KMP7,6,4,2,1,common,neutrophils,1,neutrophils,brain,brain,brain,"brain,heart",3.45,brain,3.45,brain
TCL1 upstream neural differentiation-associated RNA,A0A1B0GTB2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
tectonin beta-propeller repeat containing 1,Q7Z6L1,6,4,2,0,"tcellcd4,tcellcd8",bcell,1,bcell,brain,pancreas,brain,"brain,pancreas",2.45,brain,2.45,brain
TEN1 subunit of CST complex,Q86WV5,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
tenascin R,Q92752,6,4,2,0,erythrocytes,bcell,2,bcell.erythrocytes,"brain,colon",brain,brain,brain,3.45,brain,3.45,brain
TERF2 interacting protein,Q9NYB0,6,4,2,2,tcellcd8,common,1,tcellcd8,common,brain,brain,"brain,skin",2.45,brain,2.45,brain
testis development related protein,Q86YL5,5,4,1,1,platelets,,1,platelets,brain,liver,"brain,nerve",common,1.45,brain,1.45,brain
testis expressed 26,Q8N6G2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
testis expressed 48,A0A1B0GUV7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
tetratricopeptide repeat domain 7B,Q86TV6,6,4,2,1,platelets,"neutrophils,platelets",1.45,platelets,brain,muscle,brain,common,2,brain,2,brain
tetratricopeptide repeat domain 9B,Q8N6N2,2,2,0,0,,,0,,brain,brain,,,2,brain,2,brain
Thy-1 cell surface antigen,P04216,4,4,0,1,,,0,,brain,"brain,kidney",brain,common,2.45,brain,2.45,brain
thymocyte selection associated high mobility group box,O94900,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,brain,,,1,brain,1,brain
TIAM Rac1 associated GEF 2,Q8IVF5,6,4,2,0,"tcellcd4,tcellcd8",neutrophils,1,neutrophils,ovary,brain,brain,"brain,heart",2.45,brain,2.45,brain
TLC domain containing 3B,Q71RH2,2,1,1,1,,common,0,,,brain,,,1,brain,1,brain
TLR4 interactor with leucine rich repeats,Q7L0X0,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
TNF superfamily member 18,Q9UNG2,2,1,1,0,,"bcell,macrophage",0.9,bcell.macrophages,,brain,,,1,brain,1,brain
toll interacting protein,Q9H0E2,6,4,2,2,common,macrophage,1,macrophages,brain,liver,"brain,muscle",common,1.45,brain,1.45,brain
TOX high mobility group box family member 3,O15405,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
TP53 target 3,Q9ULZ0,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
trafficking protein particle complex subunit 11,Q7Z392,6,4,2,1,tcellcd8,"macrophage,neutrophils",1,tcellcd8,brain,common,brain,adrenalgland,2,brain,2,brain
trafficking protein particle complex subunit 2L,Q9UL33,6,4,2,2,common,macrophage,1,macrophages,common,adrenalgland,"brain,nerve",brain,1.45,brain,1.45,brain
transcription elongation factor A like 5,Q5H9L2,5,4,1,0,tcellcd4,,1,tcellcd4,spleen,brain,brain,brain,3,brain,3,brain
transcription elongation factor A like 6,Q6IPX3,4,4,0,0,,,0,,brain,brain,brain,brain,4,brain,4,brain
transcription elongation factor A like 7,Q9BRU2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transcriptional adaptor 3,O75528,4,3,1,2,,"neutrophils,platelets",0.9,neutrophils.platelets,,common,brain,common,1,brain,1,brain
transgelin 3,Q9UI15,5,4,1,0,monocytes,,1,monocytes,brain,brain,brain,brain,4,brain,4,brain
transient receptor potential cation channel subfamily C member 3,Q13507,5,4,1,1,common,,0,,"brain,colon",brain,muscle,brain,2.45,brain,2.45,brain
transient receptor potential cation channel subfamily C member 5,Q9UL62,2,2,0,0,,,0,,,brain,brain,,2,brain,2,brain
translocase of outer mitochondrial membrane 6,Q96B49,4,3,1,2,common,,0,,brain,,"heart,muscle",common,1,brain,1,brain
transmembrane channel like 7,Q7Z402,2,1,1,1,,common,0,,,brain,,,1,brain,1,brain
transmembrane p24 trafficking protein family member 8,Q6PL24,6,4,2,2,platelets,"erythrocytes,platelets",1.45,platelets,common,brain,brain,common,2,brain,2,brain
transmembrane protein 132B,Q14DG7,4,3,1,1,,common,0,,,brain,skin,"brain,nerve",1.45,brain,1.45,brain
transmembrane protein 132D,Q14C87,3,3,0,0,,,0,,,brain,muscle,brain,2,brain,2,brain
transmembrane protein 151A,Q8N4L1,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 151B,Q8IW70,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 196,Q5HYL7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 235,A6NFC5,3,3,0,0,,,0,,,brain,skin,brain,2,brain,2,brain
transmembrane protein 244,Q5VVB8,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 268,Q5VZI3,2,1,1,0,,"bcell,monocytes",0.9,bcell.monocytes,,brain,,,1,brain,1,brain
transmembrane protein 270,Q6UE05,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 35A,Q53FP2,5,4,1,1,neutrophils,,1,neutrophils,ovary,brain,brain,common,2,brain,2,brain
transmembrane protein 59 like,Q9UK28,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 61,Q8N0U2,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 63C,Q9P1W3,4,3,1,0,,"erythrocytes,monocytes",0.9,erythrocytes.monocytes,,brain,brain,brain,3,brain,3,brain
transmembrane protein 88B,A6NKF7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein 94,Q12767,6,4,2,1,"macrophages,monocytes",common,0.9,macrophages.monocytes,brain,muscle,brain,brain,3,brain,3,brain
transmembrane protein with EGF like and two follistatin like domains 1,Q8IYR6,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
transmembrane protein with EGF like and two follistatin like domains 2,Q9UIK5,3,2,1,0,,platelets,1,platelets,"brain,stomach",brain,,,1.45,brain,1.45,brain
tripartite motif containing 2,Q9C040,6,4,2,1,"bcell,macrophages",tcellcd4,1,tcellcd4,brain,brain,brain,common,3,brain,3,brain
tripartite motif containing 36,Q9NQ86,6,4,2,1,tcellcd4,macrophage,2,macrophages.tcellcd4,common,brain,brain,brain,3,brain,3,brain
tripartite motif containing 37,O94972,2,1,1,1,,common,0,,,brain,,,1,brain,1,brain
tripartite motif containing 41,Q8WV44,4,3,1,2,,common,0,,,common,"brain,muscle","brain,liver",0.9,brain,0.9,brain
tripartite motif containing 49C,P0CI26,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
tripartite motif containing 67,Q6ZTA4,3,3,0,0,,,0,,,"adrenalgland,brain",muscle,brain,1.45,brain,1.45,brain
tripartite motif containing 9,Q9C026,5,4,1,0,,neutrophils,1,neutrophils,brain,brain,brain,brain,4,brain,4,brain
trophoblast glycoprotein like,P0DKB5,3,3,0,0,,,0,,,"adrenalgland,brain",artery,brain,1.45,brain,1.45,brain
tropomodulin 2,Q9NZR1,6,4,2,2,macrophages,common,1,macrophages,brain,brain,brain,common,3,brain,3,brain
TRPM8 channel associated factor 1,Q9Y4C2,6,4,2,0,platelets,"erythrocytes,macrophage",1,platelets,brain,"adrenalgland,brain","brain,liver",adrenalgland,1.9,brain,1.9,brain
TSC22 domain family member 2,O75157,6,4,2,2,"tcellcd4,tcellcd8","monocytes,neutrophils",1.8,common,brain,common,brain,common,2,brain,2,brain
TSPY like 4,Q9UJ04,4,3,1,2,,common,0,,,brain,brain,common,2,brain,2,brain
TUB like protein 4,Q9NRJ4,4,3,1,1,,common,0,,,brain,"heart,liver",brain,2,brain,2,brain
tubulin alpha 1b,P68363,4,2,2,1,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,brain,brain,,,2,brain,2,brain
tubulin beta 2A class IIa,Q13885,6,4,2,1,macrophages,"erythrocytes,macrophage",1.45,macrophages,brain,brain,brain,common,3,brain,3,brain
tubulin beta 3 class III,Q13509,6,4,2,0,platelets,macrophage,2,macrophages.platelets,"brain,nerve",brain,brain,brain,3.45,brain,3.45,brain
tubulin beta 4A class IVa,P04350,6,4,2,1,"macrophages,monocytes",common,0.9,macrophages.monocytes,brain,"adrenalgland,brain",brain,brain,3.45,brain,3.45,brain
tubulin beta class I,P07437,6,4,2,1,"macrophages,monocytes","erythrocytes,neutrophils",1.8,common,brain,brain,brain,common,3,brain,3,brain
tubulin folding cofactor B,Q99426,6,4,2,2,common,monocytes,1,monocytes,brain,brain,brain,common,3,brain,3,brain
tubulin polymerization promoting protein,O94811,6,4,2,1,monocytes,"tcellcd4,tcellcd8",1,monocytes,brain,brain,brain,common,3,brain,3,brain
tubulin polymerization promoting protein family member 3,Q9BW30,6,4,2,1,"tcellcd4,tcellcd8",monocytes,1,monocytes,brain,muscle,brain,common,2,brain,2,brain
tweety family member 1,Q9H313,5,4,1,0,,"bcell,platelets",0.9,bcell.platelets,brain,brain,brain,"brain,nerve",3.45,brain,3.45,brain
tweety family member 2,Q9BSA4,6,4,2,1,neutrophils,"macrophage,monocytes",1,neutrophils,spleen,brain,brain,common,2,brain,2,brain
tweety family member 3,Q9C0H2,6,4,2,1,"macrophages,platelets",macrophage,1.45,macrophages,brain,"kidney,liver",brain,common,2,brain,2,brain
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,Q04917,6,4,2,2,common,neutrophils,1,neutrophils,brain,brain,brain,common,3,brain,3,brain
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,P61981,6,4,2,1,macrophages,macrophage,2,macrophages,brain,brain,"brain,muscle",common,2.45,brain,2.45,brain
tyrosyl-tRNA synthetase 1,P54577,6,4,2,2,common,platelets,1,platelets,common,brain,"brain,pancreas","brain,liver",1.9,brain,1.9,brain
"ubiquinol-cytochrome c reductase, complex III subunit XI",O14957,4,2,2,2,common,"macrophage,neutrophils",0.9,macrophages.neutrophils,brain,common,,,1,brain,1,brain
ubiquitin C-terminal hydrolase L1,P09936,6,4,2,1,common,macrophage,1,macrophages,brain,brain,brain,"brain,heart",3.45,brain,3.45,brain
ubiquitin conjugating enzyme E2 O,Q9C0C9,6,4,2,2,common,bcell,1,bcell,brain,common,brain,"brain,heart",2.45,brain,2.45,brain
ubiquitin conjugating enzyme E2 V2,Q15819,6,4,2,2,"tcellcd4,tcellcd8",erythrocytes,1,erythrocytes,brain,common,"brain,muscle",common,1.45,brain,1.45,brain
ubiquitin like 4B,Q8N7F7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
ubiquitin specific peptidase 11,P51784,6,4,2,2,macrophages,common,1,macrophages,nerve,brain,brain,common,2,brain,2,brain
ubiquitin specific peptidase 27 X-linked,A6NNY8,2,1,1,0,,"tcellcd4,tcellcd8",0.9,tcellcd4.tcellcd8,,brain,,,1,brain,1,brain
ubiquitin specific peptidase 29,Q9HBJ7,1,1,0,0,,,0,,,brain,,,1,brain,1,brain
